place#name#country#score#to par#money
1#horton smith#united states#70 + 72 + 70 + 72 = 284#- 4#1500
2#craig wood#united states#71 + 74 + 69 + 71 = 285#- 3#800
t3#billy burke#united states#72 + 71 + 70 + 73 = 286#- 2#550
t3#paul runyan#united states#74 + 71 + 70 + 71 = 286#- 2#550
5#ed dudley#united states#74 + 69 + 71 + 74 = 288#e#400
6#willie macfarlane#scotland#74 + 73 + 70 + 74 = 291#+ 3#300
t7#al espinosa#united states#75 + 70 + 75 + 72 = 292#+ 4#175
t7#jimmy hines#united states#70 + 74 + 74 + 74 = 292#+ 4#175
t7#harold jug mcspaden#united states#77 + 74 + 72 + 69 = 292#+ 4#175
t7#macdonald smith#scotland#74 + 70 + 74 + 74 = 292#+ 4#175
