place#player#country#score#to par#money
1#lee janzen#united states#67 + 67 + 69 + 69 = 272#- 8#290000
2#payne stewart#united states#70 + 66 + 68 + 70 = 274#- 6#145000
t3#paul azinger#united states#71 + 68 + 69 + 69 = 277#- 3#78556
t3#craig parry#australia#66 + 74 + 69 + 68 = 277#- 3#78556
t5#scott hoch#united states#66 + 72 + 72 + 68 = 278#- 2#48730
t5#tom watson#united states#70 + 66 + 73 + 69 = 278#- 2#48730
t7#ernie els#south africa#71 + 73 + 68 + 67 = 279#- 1#35481
t7#raymond floyd#united states#68 + 73 + 70 + 68 = 279#- 1#35481
t7#fred funk#united states#70 + 72 + 67 + 70 = 279#- 1#35481
t7#nolan henke#united states#72 + 71 + 67 + 69 = 279#- 1#35481
