date#competition#winners#score#runners - up
13 / 3 / 1903#irish cup#distillery#1 - 1#bohemians
28 / 04 / 1906#irish cup#shelbourne fc#2 - 0#belfast celtic
20 / 04 / 1907#irish cup#cliftonville fc#1 - 0#shelbourne fc
21 / 03 / 1908#irish cup#bohemians#1 - 1#shelbourne fc
28 / 03 / 1908#irish cup (replay)#bohemians#3 - 1#shelbourne fc
10 / 04 / 1909#irish cup#cliftonville fc#2 - 1#bohemians
25 / 03 / 1911#irish cup#shelbourne fc#0 - 0#bohemians
15 / 04 / 1911#irish cup (replay)#shelbourne fc#2 - 1#bohemians
17 / 03 / 1922#irish free state cup final#st james 's gate fc#1 - 1#shamrock rovers fc
8 / 04 / 1922#irish free state cup final replay#st james 's gate#1 - 0#shamrock rovers
17 / 03 / 1923#irish free state cup final#alton united fc#1 - 0#shelbourne fc
17 / 03 / 1924#irish free state cup final#athlone town afc#1 - 0#fordsons fc
17 / 03 / 1925#irish free state cup final#shamrock rovers fc#1 - 0#shelbourne fc
22 / 05 / 1968#blaxnit cup final (2nd leg)#shamrock rovers fc#1 - 2#crusaders fc
00 / 00 / 1969#blaxnit cup final (2nd leg)#shamrock rovers fc#2 - 2#coleraine fc
22 / 05 / 1970#blaxnit cup final (2nd leg)#sligo rovers fc#1 - 4#crusaders fc
01 / 05 / 1996#fai cup (replay)#shelbourne fc#2 - 1#st patrick 's athletic fc
04 / 05 / 1997#fai cup#shelbourne fc#2 - 0#derry city fc
10 / 05 / 1998#fai cup#cork city fc#0 - 0#shelbourne fc
16 / 05 / 1998#fai cup (replay)#cork city fc#1 - 0#shelbourne fc
