date#opponent#venue#result#attendance
11 aug#stoke city#h#l 0 - 1#18840
18 aug#queens park rangers#a#w 2 - 0#12596
25 aug#coventry city#h#l 0 - 1#16407
1 sep#norwich city#a#w 2 - 1#24292
15 sep#plymouth argyle#a#d 2 - 2#11591
19 sep#watford#h#l 1 - 2#13169
22 sep#preston north end#h#d 2 - 2#11772
29 sep#barnsley#a#d 1 - 1#10709
2 oct#sheffield united#a#d 3 - 3#26186
6 oct#burnley#h#w 2 - 1#12914
21 oct#southampton#a#l 0 - 1#20796
24 oct#wolverhampton wanderers#h#l 2 - 3#15000
27 oct#scunthorpe united#h#d 1 - 1#11850
6 nov#crystal palace#h#d 1 - 1#11781
10 nov#charlton athletic#a#l 0 - 3#22866
24 nov#ipswich town#h#w 1 - 0#15173
26 nov#leicester city#a#d 0 - 0#16269
1 dec#hull city#a#d 2 - 2#16269
4 dec#charlton athletic#h#l 0 - 2#11874
8 dec#colchester united#h#w 4 - 1#11006
11 dec#blackpool#a#w 1 - 0#7214
15 dec#bristol city#a#l 0 - 1#15753
22 dec#sheffield united#h#w 1 - 0#12869
26 dec#watford#a#d 2 - 2#17014
29 dec#preston north end#a#w 2 - 1#12046
1 jan#plymouth argyle#h#w 1 - 0#14965
12 jan#sheffield wednesday#h#w 1 - 0#14015
19 jan#west bromwich albion#a#d 3 - 3#22325
29 jan#queens park rangers#h#w 3 - 1#13602
2 feb#stoke city#a#l 1 - 2#15045
9 feb#norwich city#h#l 1 - 2#11937
12 feb#coventry city#a#d 0 - 0#15260
23 feb#sheffield wednesday#a#l 0 - 1#18539
1 mar#leicester city#h#l 0 - 1#13335
4 mar#crystal palace#a#d 0 - 0#13446
12 mar#hull city#h#w 1 - 0#17555
15 mar#colchester united#a#d 1 - 1#4699
22 mar#bristol city#h#w 2 - 1#16458
29 mar#southampton#h#w 1 - 0#12955
1 apr#west bromwich albion#h#d 0 - 0#13915
9 apr#ipswich town#a#d 1 - 1#20311
12 apr#blackpool#h#w 3 - 1#14715
19 apr#scunthorpe united#a#l 2 - 3#4727
22 apr#wolverhampton wanderers#a#l 0 - 3#20862
26 apr#burnley#a#d 3 - 3#10694
4 may#barnsley#h#w 3 - 0#14469
