date#opponent#score#loss#attendance#record
july 1#indians#6 - 4#yett (4 - 6)#18826#49 - 31
july 2#indians#11 - 3#farrell (4 - 9)#22549#50 - 31
july 3#royals#1 - 0#gubicza (8 - 6)#36763#51 - 31
july 4#royals#10 - 1#m young (0 - 2)#46031#51 - 32
july 5#royals#12 - 9 (11)#honeycutt (1 - 1)#20791#51 - 33
july 6#royals#3 - 1#aquino (3 - 4)#21985#52 - 33
july 7#rangers#6 - 3#davis (7 - 4)#39678#52 - 34
july 8#rangers#5 - 4 (10)#m young (0 - 3)#38220#52 - 35
july 9#rangers#7 - 1#hough (5 - 10)#40060#53 - 35
july 13#blue jays#11 - 7#key (7 - 9)#48207#54 - 35
july 14#blue jays#4 - 1#welch (10 - 5)#48325#54 - 36
july 15#blue jays#6 - 1#stewart (13 - 5)#48238#54 - 37
july 16#blue jays#6 - 2#cerutti (5 - 5)#48405#55 - 37
july 17#tigers#2 - 1#nelson (2 - 4)#21844#55 - 38
july 18#tigers#7 - 2#beard (0 - 1)#21792#56 - 38
july 20#orioles#5 - 2#schmidt (8 - 9)#30697#57 - 38
july 21#orioles#3 - 2#olson (3 - 1)#30848#58 - 38
july 22#orioles#3 - 1#harnisch (1 - 3)#37241#59 - 38
july 23#orioles#3 - 2#ballard (11 - 5)#43570#60 - 38
july 24#angels#5 - 4#nelson (2 - 5)#44548#60 - 39
july 25#angels#4 - 0#stewart (14 - 6)#43529#60 - 40
july 26#angels#9 - 5#witt (7 - 8)#44588#61 - 40
july 28#mariners#8 - 7 (11)#harris (1 - 4)#36446#61 - 41
july 29#mariners#14 - 6#davis (9 - 5)#40734#61 - 42
july 30#mariners#5 - 3#holman (4 - 3)#43898#62 - 42
july 31#white sox#3 - 2#thigpen (1 - 4)#34554#63 - 42
