date#opponent#score#decision#attendance#record
february 2#calgary flames#4 - 3#budaj#13409#24 - 26 - 1
february 5#dallas stars#3 - 2#budaj#13624#25 - 26 - 1
february 7#st louis blues#4 - 1#budaj#19250#25 - 27 - 1
february 10#columbus blue jackets#3 - 0#budaj#14506#25 - 28 - 1
february 11#minnesota wild#3 - 2#raycroft#18568#25 - 29 - 1
february 13#montreal canadiens#4 - 2#budaj#17514#25 - 30 - 1
february 15#detroit red wings#6 - 5#raycroft#20066#26 - 30 - 1
february 17#ottawa senators#3 - 2#raycroft#15237#27 - 30 - 1
february 20#washington capitals#4 - 1#raycroft#18277#28 - 30 - 1
february 22#carolina hurricanes#5 - 2#raycroft#18680#28 - 31 - 1
february 24#atlanta thrashers#4 - 3#budaj#12101#28 - 32 - 1
february 26#new jersey devils#4 - 0#raycroft#16107#28 - 33 - 1
february 28#new york rangers#6 - 1#budaj#18200#28 - 34 - 1
