game#january#opponent#score#decision#record
40#3#washington capitals#2 - 1#valiquette#23 - 14 - 3
41#5#pittsburgh penguins#4 - 0#lundqvist#24 - 14 - 3
42#7#montreal canadiens#6 - 3#lundqvist#24 - 15 - 3
43#9#buffalo sabres#2 - 1 so#valiquette#24 - 15 - 4
44#10#ottawa senators#2 - 0#lundqvist#25 - 15 - 4
45#13#new york islanders#2 - 1#lundqvist#26 - 15 - 4
46#16#chicago blackhawks#3 - 2 ot#lundqvist#27 - 15 - 4
47#18#pittsburgh penguins#3 - 0#lundqvist#27 - 16 - 4
48#20#anaheim ducks#4 - 2#lundqvist#28 - 16 - 4
49#27#carolina hurricanes#3 - 2#valiquette#29 - 16 - 4
50#28#pittsburgh penguins#6 - 2#lundqvist#29 - 17 - 4
51#31#boston bruins#1 - 0#lundqvist#29 - 18 - 4
