year#men 's singles#women 's singles#men 's doubles#women 's doubles#mixed doubles
1955#robert baldin#no competition#tilbert haberfeld edwin lenzlinger#no competition#no competition
1956#robert baldin#d. hegar#tilbert haberfeld edwin lenzlinger#no competition#tilbert haberfeld d. hegar
1957#jean mermod#r. eschenmoser#jean mermod robert baldin#no competition#erwin oeler gertrud oeler
1958#jean mermod#r. eschenmoser#jean mermod robert baldin#no competition#erwin oeler vreni schkölzinger
1959#jean mermod#l. füller#jean mermod robert baldin#no competition#c. böhler r. eschenmoser
1960#francis colomb#s. böhler#jean mermod robert baldin#no competition#c. böhler s. böhler
1961#francis colomb#l. füller#francis colomb heinz honegger#no competition#tilbert haberfeld s. conzett
1962#heinz honegger#m. poffet#jürg honegger heinz honegger#no competition#h. p. conzett d. hörnlimann
1963#jürg honegger#l. füller#jürg honegger heinz honegger#no competition#e. schneider e. häner
1964#heinz honegger#hedi müller#jürg honegger heinz honegger#s. grob l. füller#e. schneider e. häner
1965#heinz honegger#vreni schkölzinger#a. bodmer h. p. conzett#vreni schkolzinger hedi müller#a. bodmer hedi müller
1966#heinz honegger#vreni schkölzinger#jürg honegger heinz honegger#vreni schkölzinger hedi müller#anton sauter vreni schkölzinger
1967#jürg honegger#vreni schkölzinger#jürg honegger heinz honegger#vreni schkölzinger u. wanner#anton sauter vreni schkölzinger
1968#jürg honegger#vreni schkölzinger#jürg honegger heinz honegger#vreni schkölzinger u. wanner#anton sauter vreni schkölzinger
1969#hubert riedo#s. conzett#jürg honegger heinz honegger#josé carrel u. wanner#e. schneider s. conzett
1970#anton sauter#vreni schkolzinger#jürg honegger heinz honegger#vreni schkölzinger josé carrel#heinz honegger vreni schkölzinger
1971#hubert riedo#josé carrel#edy andrey hubert riedo#mireille drapel josé carrel#heinz honegger vreni schkölzinger
1972#hubert riedo#d. künzler#edy andrey hubert riedo#d. künzler bohlen#edy andrey liselotte blumer
1973#edy andrey#liselotte blumer#edy andrey hubert riedo#liselotte blumer claudia von büren#hubert riedo b. geser
1974#edy andrey#liselotte blumer#edy andrey hubert riedo#liselotte blumer claudia von büren#edy andrey liselotte blumer
