game#date#team#score#high points#high rebounds#high assists#location attendance#record
61#march 4#toronto#w 116 - 103 (ot)#brook lopez (25)#kris humphries (17)#deron williams (11)#o2 arena 18689#18 - 43
62#march 5#toronto#w 137 - 136 (3ot)#brook lopez (34)#kris humphries (17)#deron williams (18)#o2 arena 18689#19 - 43
63#march 9#golden state#w 94 - 90 (ot)#brook lopez (26)#kris humphries (15)#jordan farmar (9)#prudential center 13513#20 - 43
64#march 11#la clippers#w 102 - 98 (ot)#jordan farmar , brook lopez (24)#kris humphries (20)#jordan farmar (7)#prudential center 18711#21 - 43
65#march 14#boston#w 88 - 79 (ot)#brook lopez (20)#kris humphries (15)#deron williams (9)#prudential center 18711#22 - 43
66#march 17#chicago#l 73 - 84 (ot)#brook lopez (22)#kris humphries (16)#deron williams (11)#prudential center 18351#22 - 44
67#march 18#milwaukee#l 95 - 110 (ot)#brook lopez (25)#kris humphries (11)#deron williams (9)#bradley center 14563#22 - 45
68#march 20#washington#l 92 - 98 (ot)#brook lopez (21)#kris humphries (17)#jordan farmar (17)#verizon center 17761#22 - 46
69#march 21#indiana#l 98 - 102 (ot)#brook lopez (20)#kris humphries (14)#jordan farmar , stephen graham (4)#prudential center 13792#22 - 47
70#march 23#cleveland#w 98 - 94 (ot)#kris humphries , brook lopez , sasha vujačić (18)#kris humphries (23)#jordan farmar (10)#quicken loans arena 18923#23 - 47
71#march 25#orlando#l 85 - 95 (ot)#anthony morrow (19)#kris humphries (10)#jordan farmar (16)#amway center 19087#23 - 48
72#march 26#atlanta#l 87 - 98 (ot)#anthony morrow (25)#johan petro (8)#jordan farmar (8)#philips arena 17093#23 - 49
73#march 29#houston#l 87 - 112 (ot)#brook lopez (22)#kris humphries (13)#jordan farmar (7)#prudential center 13866#23 - 50
