episode#title#writer (s)#preservation#original airdate
7 - 01 (179)#the gibbering things#alonzo deen cole#preserved#september 26 , 1943
7 - 02 (180)#the crystal globe#-#preserved#october 3 , 1943
7 - 03 (181)#dolls of death#-#lost#october 10 , 1943
7 - 04 (182)#the weird sisters#alonzo deen cole#lost#october 17 , 1943
7 - 05 (183)#the man who could not die#sidney slon#lost#october 24 , 1943
7 - 06 (184)#the secret of valhalla lodge#dorothy erwin#lost#october 31 , 1943
7 - 07 (185)#ship of doom#max ehrlich#lost#november 7 , 1943
7 - 08 (186)#the phantom in the skyscraper#sidney slon#lost#november 14 , 1943
7 - 09 (187)#the secret of the shadow#max ehrlich#lost#november 21 , 1943
7 - 10 (188)#death at graveyard post#alonzo deen cole#lost#november 28 , 1943
7 - 11 (189)#bubbling death#eric arthur#preserved#december 5 , 1943
7 - 12 (190)#the race with death#sidney slon#lost#december 12 , 1943
7 - 13 (191)#club of doom#eric arthur#preserved#december 19 , 1943
7 - 14 (192)#the juggernaut#max ehrlich#lost#december 26 , 1943
7 - 15 (193)#the black serpent#alonzo deen cole#lost#january 2 , 1944
7 - 16 (194)#the case of the immortal beauty#robert arthur#lost#january 9 , 1944
7 - 17 (195)#death stalks at night#sidney slon#lost#january 16 , 1944
7 - 18 (196)#the red domino#max ehrlich#lost#january 23 , 1944
7 - 19 (197)#the case of the avenging brain#robert arthur#lost#january 30 , 1944
7 - 20 (198)#a pass to death#brian j byrne#preserved#february 6 , 1944
7 - 21 (199)#flames of death#verne jay#lost#february 13 , 1944
7 - 22 (200)#the hungry hand#eric arthur#lost#february 20 , 1944
7 - 23 (201)#the death ride#joseph cochran#lost#february 27 , 1944
7 - 24 (202)#the house where madness dwelt#sidney slon#lost#march 5 , 1944
7 - 25 (203)#death to the shadow#david kogan#preserved#march 12 , 1944
7 - 26 (204)#drums of doom#eric arthur#preserved#march 19 , 1944
7 - 27 (205)#death in the tomb#verne jay#lost#march 26 , 1944
7 - 28 (206)#death makes the headlines#sidney slon#lost#april 2 , 1944
7 - 29 (207)#a date with death#max ehrlich#lost#april 9 , 1944
7 - 30 (208)#pattern for crime#eric arthur#lost#april 16 , 1944
