date#venue#score#result#competition
30 april 2003#june 11 stadium , tripoli , libya#3 - 1#win#friendly
17 november 2004#estadio monumental , buenos aires , argentina#3 - 2#win#2006 world cup qualification
8 june 2005#estadio monumental , buenos aires , argentina#3 - 1#win#2006 world cup qualification
15 june 2005#tetova stadium , cologne , germany#2 - 1#win#2005 fifa confederations cup
18 june 2005#easycredit - stadion , nuremberg , germany#4 - 2#win#2005 fifa confederations cup
21 june 2005#easycredit - stadion , nuremberg , germany#2 - 2#draw#2005 fifa confederations cup
9 october 2005#estadio monumental , buenos aires , argentina#2 - 0#win#2006 world cup qualification
16 november 2005#jassim bin hamad stadium , doha , qatar#3 - 0#win#friendly
2 july 2007#josé pachencho romero , maracaibo , venezuela#4 - 2#win#2007 copa américa
8 july 2007#estadio metropolitano , barquisimeto , venezuela#4 - 0#win#2007 copa américa
11 july 2007#polideportivo cachamay , puerto ordaz , venezuela#3 - 0#win#2007 copa américa
13 october 2007#estadio monumental , buenos aires , argentina#2 - 0#win#2010 world cup qualification
17 november 2007#estadio monumental , buenos aires , argentina#3 - 0#win#2010 world cup qualification
