station#distance from wellington#height above sea level (m)#opened#closed
wellington#0 km#2.4 m#1937#open
lambton#0 km#2.4 m#1884#1937
pipitea#0.75 km#2.4 m#1874#1884
thorndon#0.75 km#2.4 m#1886#1937
kaiwharawhara#2.44 km#2.4 m#1874#open
takapu road#11.78 km#41 m#1937#open
redwood#13.16 km#26.5 m#1963#open
tawa#13.58 km#25.6 m#1937#open
linden#14.85 km#17.7 m#1940#open
kenepuru#16.16 km#15 m#1940#open
porirua#17.8 km#3.6 m#1885#open
paremata#21.7 km#2.7 m#1885#open
mana#23.04 km#3 m#1949#open
plimmerton#24.4 km#5.8 m#1885#open
pukerua bay#30.1 km#80 m#1885#open
muri#31.15 km#77 m#1952#2011
paekakariki#38.84 km#7 m#1886#open
wainui#40.85 km#9 m#1886#1900
paraparaumu#48.28 km#13.7 m#1886#open
otaihunga#51.5 km#21 m#1886#1902
waikanae#55.31 km#31 m#1886#open
hadfield#60 km#39 m#1886#1906
te horo#64.77 km#19.2 m#1886#1965
hautere#67.6 km#15.2 m#1886#1900
otaki#70.28 km#14.6 m#1886#open
manakau#79.3 km#30.5 m#1886#1967
ohau#84.95 km#30.7 m#1886#c.1970
levin#90.3 km#36.5 m#1886#open
queen street#91.37 km#36.5 m#1956#c.1970
levin#91.5 km#36.5 m#1886#1894
koputaroa#99.23 km#8.5 m#1886#c.1970
shannon#106.57 km#12.2 m#1886#open
makerua#111.84 km#7.62 m#1886#c.1970
tokomaru#118.35 km#17.7 m#1886#closed
linton#124.19 km#18.3 m#1886#closed
longburn#129.69 km#19.8 m#1873#closed
awapuni#132 km#24.7 m#1876#1965
palmerston north#135.76 km#30 m#1873#1965
terrace end#138.51 km#38.1 m#1876#1964
palmerston north#136.03 km#28 m#1963#open
bunnythorpe#144.47 km#55.2 m#1876#closed
taonui#148.62 km#61.9 m#1876#1963
aorangi#150.66 km#70.7 m#1876#1965
feilding#152.98 km#72.2 m#1876#2012
makino road#156.26 km#103 m#1878#1960
maewa#158.34 km#107 m#1878#1962
