date#visitor#score#home#decision#attendance#record
march 1#vancouver#5 - 2#buffalo#whitmore#17098#36 - 19 - 8
march 2#vancouver#3 - 3#washington#mclean#12263#36 - 19 - 9
march 4#vancouver#3 - 4#boston#whitmore#13982#36 - 20 - 9
march 6#vancouver#1 - 5#hartford#mclean#12048#36 - 21 - 9
march 9#new jersey#2 - 7#vancouver#mclean#15822#37 - 21 - 9
march 11#minnesota#4 - 3#vancouver#whitmore#12006#37 - 22 - 9
march 12#vancouver#3 - 2#winnipeg#mclean#15567#38 - 22 - 9
march 14#vancouver#2 - 3#calgary#mclean#20214#38 - 23 - 9
march 18#winnipeg#5 - 2#vancouver#mclean#16150#38 - 24 - 9
march 20#ny islanders#7 - 2#vancouver#whitmore#16150#38 - 25 - 9
march 22#st louis#3 - 1#vancouver#mclean#15871#38 - 26 - 9
march 24#los angeles#2 - 6#vancouver#mclean#16150#39 - 26 - 9
march 26#calgary#3 - 1#vancouver#mclean#16150#39 - 27 - 9
march 30#vancouver#6 - 3#st louis#mclean#17573#40 - 27 - 9
