number#player#position#height#weight#years exp#college
9#rick brunson#guard#6 - 4#190#3#temple university
23#marcus camby#forward / center#6 - 11#220#4#university of massachusetts
1#chris childs#guard#6 - 3#195#6#boise state university
32#othella harrington#forward / center#6 - 9#235#4#georgetown university
20#allan houston#guard#6 - 6#200#7#university of tennessee
31#mark jackson#guard#6 - 1#180#13#st john 's university
2#larry johnson#forward#6 - 6#250#9#university of nevada las vegas
44#travis knight#center#7 - 0#235#4#university of connecticut
13#luc longley#center#7 - 2#265#9#university of new mexico
7#lavor postell#guard#6 - 5#215#r#st john 's university
41#glen rice#forward#6 - 7#215#11#university of michigan
50#felton spencer#center#7 - 0#265#10#university of louisville
8#latrell sprewell#guard#6 - 5#190#8#university of alabama
25#erick strickland#guard#6 - 3#210#4#university of nebraska
40#kurt thomas#forward#6 - 9#230#5#texas christian university
21#charlie ward#guard#6 - 2#190#6#florida state university
