date#opponent#score#loss#attendance#record
september 1#dodgers#6 - 3#jennings (7 - 12)#49601#62 - 72
september 2#dodgers#14 - 5#cook (9 - 13)#48984#62 - 73
september 3#dodgers#12 - 5#sele (7 - 6)#44895#63 - 73
september 4#padres#7 - 5#fuentes (3 - 4)#35722#63 - 74
september 5#padres#5 - 4#francis (11 - 11)#26456#63 - 75
september 6#padres#2 - 0 (11)#field (0 - 1)#27968#63 - 76
september 7#nationals#10 - 5#wagner (3 - 3)#18617#64 - 76
september 8#nationals#11 - 8#rauch (3 - 4)#22214#65 - 76
september 9#nationals#9 - 5#oritz (10 - 13)#22735#66 - 76
september 10#nationals#13 - 9#schroder (0 - 2)#18647#67 - 76
september 12#giants#10 - 6#bautista (0 - 3)#33416#67 - 77
september 13#giants#9 - 8#lowry (7 - 9)#34847#68 - 77
september 14#giants#5 - 0#cook (9 - 14)#35167#68 - 78
september 15#diamondbacks#5 - 1#kim (8 - 11)#22017#68 - 79
september 16#diamondbacks#7 - 6 (16)#affeldt (7 - 7)#27822#68 - 80
september 17#diamondbacks#6 - 1#batista (10 - 7)#28056#69 - 80
september 18#giants#20 - 8#lowry (7 - 10)#18346#70 - 80
september 19#giants#12 - 4#cain (13 - 10)#20373#71 - 80
september 20#giants#7 - 4#corpas (1 - 2)#19324#71 - 81
september 21#braves#6 - 3#kim (8 - 12)#18499#71 - 82
september 22#braves#6 - 4#hudson (12 - 12)#33260#72 - 82
september 23#braves#10 - 9#davies (3 - 6)#24300#73 - 82
september 24#braves#9 - 8#yates (2 - 5)#30216#74 - 82
september 26#dodgers#11 - 4#jennings (9 - 13)#20133#74 - 83
september 27#dodgers#6 - 4#cook (9 - 15)#18858#74 - 84
september 28#dodgers#19 - 11#king (1 - 4)#21154#74 - 85
september 29#cubs#5 - 2#zambrano (16 - 7)#33721#75 - 85
september 30#cubs#11 - 9 (14)#ryu (0 - 1)#39483#76 - 85
