year#men 's singles#women 's singles#men 's doubles#women 's doubles#mixed doubles
1963#bernd frohnwieser#hilde themel#bernd frohnwieser harald pirsch#mariča amf meta bogel#bernd frohnwieser hilde themel
1964#tomaž pavčič#mariča amf#oki drinovec jani drinovec#mariča amf meta bogel#helmut kraule breda križman
1965#michael rawlings#meta bogel#bernd frohnwieser harald pirsch#johanna holzer nina pomahacová#vladimir zrno alena mládková
1966#franz beinvogl#hilde kreulitsch#franz beinvogl rupert liebl#hilde kreulitsch anni fritzer#bernd frohnwieser hilde kreulitsch
1967#franz beinvogl#irena červenková#franz beinvogl jani drinovec#hilde kreulitsch anni fritzer#franz beinvogl inge mönch
1968#no competition#no competition#no competition#no competition#no competition
1969#otto eckarth#lučka križman#mitja žorga slavko županič#marta amf vita bohinc#slavko županič lučka križman
1970#danče pohar#lučka križman#otto eckarth rudi mahin#lučka križman breda križman#danče pohar mariča amf
1971#franz beinvogl#lučka križman#otto eckarth erich mader#lučka križman breda križman#franz beinvogl vita bohinc
1972#no competition#no competition#no competition#no competition#no competition
1973#stane koprivšek#lučka križman#gregor berden stane koprivšek#lučka križman marta amf#gregor berden marta amf
1974#stane koprivšek#ildikó szabó#gregor berden stane koprivšek#lučka križman marta amf#gregor berden marta amf
1975#otto eckarth#lučka križman#gregor berden slavko županič#éva cserni ildikó szabó#janos cserni éva cserni
1976#gregor berden#éva cserni#stane koprivšek jani caleta#erika meisenhalter herta schwarz#gregor berden marta amf
1977 1992#no competition#no competition#no competition#no competition#no competition
1993#hannes fuchs#andrea harsági#vladislav druzschenko valerij strelcov#elena nozdran ira koloskova#valerij strelcov elena nozdran
1994#jürgen koch#irina serova#fernando silva ricardo fernandes#svetlana alferova elena denisova#artur khachaturyan svetlana alferova
1995#denis pešehonov#maja pohar#stephan schneider markus hegar#maja pohar urša jovan#andrej pohar maja pohar
1996#pedro vanneste#sandra dimbour#manuel dubrulle vincent laigle#andrea dakó melinda keszthelyi#manuel dubrulle sandrie lefevre
1997#pedro vanneste#joanne muggeridge#kenny middlemis russel hogg#elinor middlemis sandra watt#kenny middlemis elinor middlemis
1998#andrej pohar#joanne muggeridge#mark mancha howard bach#joanne muggeridge felicity gallup#andrej pohar maja pohar
1999#richard vaughan#katja michalowsky#manuel dubrulle vincent laigle#corinne jörg fabienne baumeyer#andrej pohar maja pohar
2000#colin haughton#anne maria pedersen#mathias boe michael jensen#britta andersen lene mork#mathias boe britta andersen
2001#nabil lasmari#maja pohar#nikolay zuev stanislav pukhov#elena shimko marina yakusheva#nikolay zuev marina yakusheva
2002#jürgen koch#petya nedelcheva#rasmus andersen carsten mogensen#ekaterina ananina anastasia russkikh#alexandr russkikh anastasia russkikh
2003#shōji satō#jill pittard#nikolay zuev nick kidd#marina yakusheva elena shimko#simon archer donna kellogg
2004 - 2007#no competition#no competition#no competition#no competition#no competition
2008#jan vondra#linda zechiri#michael lahnsteiner peter zauner#emelie lennartsson emma wengberg#vladimir metodiev gabriela banova
2009#harry wright#maja tvrdy#jürgen koch peter zauner#johanna goliszewski claudia vogelgsang#peter zauner simone prutsch
2010#pablo abian#lianne tan#ruud bosch koen ridder#natalia pocztowiak staša poznanovič#mao hong natalia pocztowiak
2011#hsu jen - hao#carola bott#lukasz moren wojciech szkudlarczyk#johanna goliszewski carla nelte#zvonimir durkinjak stasa poznanovic
2012#andrew smith#nicole schaller#zvonimir durkinjak zvonimir hoelbling#isabel herttrich inken wienefeld#zvonimir durkinjak stasa poznanovic
2013#ramdan misbun#marija ulitina#nikita khakimov vasily kuznetsov#alida chen soraya de visch eijbergen#zvonimir durkinjak stasa poznanovic
