date#visitor#score#home#decision#attendance#record
march 1#new jersey#1 - 2#montreal#brodeur#21273#37 - 23 - 6
march 4#new jersey#4 - 1#toronto#brodeur#19507#38 - 23 - 6
march 7#tampa bay#1 - 2#new jersey#brodeur#15670#39 - 23 - 6
march 8#new jersey#2 - 1#toronto#brodeur#19469#40 - 23 - 6
march 11#new jersey#0 - 4#montreal#brodeur#21273#40 - 24 - 6
march 13#new jersey#4 - 3#minnesota#brodeur#18568#41 - 24 - 6
march 15#new jersey#4 - 2#colorado#brodeur#18007#42 - 24 - 6
march 19#ny rangers#2 - 1#new jersey#brodeur#17625#42 - 24 - 7
march 21#ny islanders#3 - 1#new jersey#brodeur#17075#42 - 25 - 7
march 22#new jersey#1 - 7#pittsburgh#brodeur#17132#42 - 26 - 7
march 25#pittsburgh#2 - 0#new jersey#brodeur#16292#42 - 27 - 7
march 27#new jersey#2 - 3#ny rangers#brodeur#18200#42 - 28 - 7
march 28#philadelphia#4 - 5#new jersey#brodeur#17056#43 - 28 - 7
