discipline#season#performance#place#date
1500 m#2004#3:58:28#moscow , russia#may 30 , 2004
1500 m#2003#4:07:25#beograd , serbia#may 25 , 2003
1500 m#2002#4:11:00#izmir , turkey#may 11 , 2002
1500 m#2001#4:11:31#istanbul , turkey#july 28 , 2001
2000 m#2003#5:33:83#istanbul , turkey#june 7 , 2003
3000 m#2004#8:35:83#doha , qatar#may 14 , 2004
3000 m#2003#8:42:29#izmir , turkey#may 11 , 2003
3000 m#2002#8:31:94#brussels , belgium#august 30 , 2002
3000 m#2001#8:53:42#grosseto , italy#july 21 , 2001
3000 m#2000#9:08:07#izmir , turkey#may 21 , 2000
3000 m#1999#9:08:29#bydgoszcz , poland#july 17 , 1999
5000 m#2004#14:24:68#bergen , norway#june 11 , 2004
5000 m#2003#14:53:56#paris , france#august 30 , 2003
5000 m#2002#15:00:49#hengelo , netherlands#june 2 , 2002
5000 m#2001#15:21:12#grosseto , italy#july 20 , 2001
5000 m#2000#16:33:77#santiago de chile , chile#october 17 , 2000
5000 m#1999#16:06:20#riga , latvia#august 7 , 1999
10000 m#2008#29:56.34#beijing , china#august 15 , 2008
10000 m#2006#30:21.67#antalya , turkey#april 15 , 2006
10000 m#2001#32:29:20#tunis , tunisia#september 12 , 2001
