date#visitor#score#home#decision#attendance#record
march 1#philadelphia#4 - 1#ny islanders#biron#15136#33 - 25 - 7
march 2#philadelphia#4 - 5#ny rangers#biron#18200#33 - 25 - 8
march 4#buffalo#5 - 2#philadelphia#biron#19516#33 - 26 - 8
march 6#tampa bay#2 - 3#philadelphia#biron#19217#34 - 26 - 8
march 8#ny islanders#1 - 4#philadelphia#biron#19748#35 - 26 - 8
march 11#philadelphia#3 - 4#toronto#biron#19507#35 - 26 - 9
march 12#toronto#3 - 2#philadelphia#biron#19642#35 - 27 - 9
march 15#philadelphia#2 - 3#boston#biron#17565#35 - 27 - 10
march 16#philadelphia#1 - 7#pittsburgh#biron#17132#35 - 28 - 10
march 18#atlanta#2 - 3#philadelphia#niittymaki#19564#36 - 28 - 10
march 21#ny rangers#3 - 4#philadelphia#biron#19819#37 - 28 - 10
march 23#ny islanders#1 - 4#philadelphia#biron#19136#38 - 28 - 10
march 25#philadelphia#2 - 1#ny rangers#biron#18200#39 - 28 - 10
march 28#philadelphia#4 - 5#new jersey#biron#17056#39 - 28 - 11
march 29#philadelphia#4 - 3#ny islanders#niittymaki#15223#40 - 28 - 11
