competition#round#opponent#result#score#home / away#venue#attendance#date
super league xiv#17#wigan warriors#win#6 - 12#away#jjb stadium#14377#08 / 02 / 2009
super league xiv#1#leeds rhinos#loss#18 - 4#away#headingley stadium#15643#13 / 02 / 2009
super league xiv#2#salford city reds#win#29 - 10#home#belle vue#6578#22 / 02 / 2009
super league xiv#3#warrington wolves#win#48 - 22#home#belle vue#5169#27 / 02 / 2009
super league xiv#4#hull kingston rovers#loss#31 - 18#away#new craven park#9038#08 / 03 / 2009
super league xiv#5#catalans dragons#win#30 - 10#home#belle vue#4807#15 / 03 / 2009
super league xiv#6#crusaders#n / a#p - p#away#brewery field#n / a#22 / 03 / 2009
super league xiv#7#st helens#loss#18 - 42#home#belle vue#6038#27 / 03 / 2009
challenge cup 2009#4#leigh centurions#win#54 - 0#home#belle vue#2637#03 / 04 / 2009
super league xiv#8#castleford tigers#win#6 - 35#away#the jungle#10155#10 / 04 / 2009
super league xiv#9#bradford bulls#win#24 - 22#home#belle vue#6516#13 / 04 / 2009
super league xiv#10#hull#win#14 - 21#away#kc stadium#11975#17 / 04 / 2009
super league xiv#11#wigan warriors#loss#26 - 40#home#belle vue#5521#26 / 04 / 2009
super league xiv#12#bradford bulls#loss#16 - 32#neutral#murrayfield stadium#29627#02 / 05 / 2009
challenge cup 2009#5#wigan warriors#loss#17 - 28#home#belle vue#4883#09 / 05 / 2009
super league xiv#13#harlequins rl#loss#24 - 17#away#the twickenham stoop#3612#17 / 05 / 2009
super league xiv#14#huddersfield giants#loss#6 - 54#home#belle vue#5037#24 / 05 / 2009
super league xiv#6#celtic crusaders#win#6 - 50#away#brewery field#2089#30 / 05 / 2009
super league xiv#15#bradford bulls#loss#36 - 22#away#grattan stadium#8387#07 / 06 / 2009
super league xiv#16#hull fc#win#37 - 22#home#belle vue#4721#13 / 06 / 2009
super league xiv#18#harlequins rl#win#20 - 18#home#belle vue#5079#28 / 06 / 2009
super league xiv#19#huddersfield giants#loss#30 - 14#away#galpharm stadium#7486#05 / 07 / 2009
super league xiv#20#leeds rhinos#loss#30 - 32#home#belle vue#6425#10 / 07 / 2009
super league xiv#21#st helens#win#20 - 22#away#gpw recruitment stadium#8651#17 / 07 / 2009
super league xiv#22#castleford tigers#loss#12 - 20#home#belle vue#8371#26 / 07 / 2009
super league xiv#23#salford city reds#win#24 - 30#away#the willows#3151#31 / 07 / 2009
super league xiv#24#celtic crusaders#win#46 - 12#home#belle vue#7893#16 / 08 / 2009
super league xiv#25#warrington wolves#win#28 - 40#away#halliwell jones stadium#8681#23 / 08 / 2009
super league xiv#26#catalans dragons#win#20 - 34#away#stade gilbert brutus#8755#05 / 09 / 2009
super league xiv#27#hull kingston rovers#win#24 - 10#home#belle vue#6328#13 / 09 / 2009
