year#place#gold#silver#bronze
1962#cairo#karl wenk ( frg )#vladimir chuian ( urs )#james enoch hill ( usa )
1966#wiesbaden#david boyd ( usa )#jerzy nowicki ( pol )#bill krilling ( usa )
1970#phoenix#manfred fiess ( rsa )#esa einari kervinen ( fin )#klaus zaehringer ( frg )
1974#thun#karel bulan ( tch )#helge edvin anshushaug ( nor )#wolfram waibel sr ( aut )
1978#seoul#alister allan ( gbr )#lones wigger ( usa )#lanny bassham ( usa )
1982#caracas#victor daniltchenko ( urs )#william beard ( usa )#viktor vlasov ( urs )
1986#suhl#sandor bereczky ( hun )#gale stewart ( can )#michael heine ( frg )
1990#moscow#viatcheslav botchkarev ( urs )#harald stenvaag ( nor )#tadeusz czerwinski ( pol )
1994#milan#wenjie li ( chn )#stevan pletikosic ( iop )#michel bury ( fra )
1998#barcelona#thomas tamas ( usa )#juha hirvi ( fin )#sergei kovalenko ( rus )
2002#lahti#matthew emmons ( usa )#rajmond debevec ( slo )#espen berg - knutsen ( nor )
2006#zagreb#sergei martynov ( blr )#jury sukhorukov ( ukr )#marco de nicolo ( ita )
