week#date#opponent#result#game site#attendance
1#1967 - 09 - 10#buffalo bills#l 20 - 17#war memorial stadium#45748
3#1967 - 09 - 24#denver broncos#w 38 - 24#bears stadium#35565
4#1967 - 10 - 01#miami dolphins#w 29 - 7#shea stadium#61240
5#1967 - 10 - 07#oakland raiders#w 27 - 14#shea stadium#63106
6#1967 - 10 - 15#houston oilers#t 28 - 28#shea stadium#62729
7#1967 - 10 - 22#miami dolphins#w 33 - 14#miami orange bowl#30049
8#1967 - 10 - 29#boston patriots#w 30 - 23#shea stadium#62784
9#1967 - 11 - 05#kansas city chiefs#l 42 - 18#municipal stadium#46642
10#1967 - 11 - 12#buffalo bills#w 20 - 10#shea stadium#62671
11#1967 - 11 - 19#boston patriots#w 29 - 24#fenway park#26790
13#1967 - 12 - 03#denver broncos#l 33 - 24#shea stadium#61615
14#1967 - 12 - 10#kansas city chiefs#l 21 - 7#shea stadium#62891
15#1967 - 12 - 17#oakland raiders#l 38 - 29#oakland - alameda county coliseum#53011
16#1967 - 12 - 24#san diego chargers#w 42 - 31#san diego stadium#34580
