place#player#country#score#to par
t1#alex čejka#germany#69 + 69 + 69 = 207#6
t1#david duval#united states#69 + 73 + 65 = 207#6
t1#bernhard langer#germany#71 + 69 + 67 = 207#6
t1#ian woosnam#wales#72 + 68 + 67 = 207#6
t5#darren clarke#northern ireland#70 + 69 + 69 = 208#5
t5#pierre fulke#sweden#69 + 67 + 72 = 208#5
t5#raphaël jacquelin#france#71 + 68 + 69 = 208#5
t5#miguel ángel jiménez#spain#69 + 72 + 67 = 208#5
t5#billy mayfair#united states#69 + 72 + 67 = 208#5
t5#colin montgomerie#scotland#65 + 70 + 73 = 208#5
t5#joe ogilvie#united states#69 + 68 + 71 = 208#5
t5#jesper parnevik#sweden#69 + 68 + 71 = 208#5
t5#nick price#zimbabwe#73 + 67 + 68 = 208#5
