outcome#date#tournament#surface#partner#opponents in the final#score
winner#25 april 2005#rabat , morocco#clay#anett kaasik#meryem el haddad habiba ifrakh#6 - 0 , 6 - 2
winner#6 september 2005#madrid , spain#hard#nika ožegović#kelly liggan seda noorlander#6 - 3 , 6 - 3
winner#27 march 2006#abu dhabi , united arab emirates#hard#petra cetkovská#katerina avdiyenko kristina grigorian#6 - 1 , 6 - 3
runner - up#28 june 2006#padova , italy#clay#larissa carvalho#darija jurak renata voráčová#6 - 4 , 6 - 3
winner#11 july 2006#torun , poland#clay#ekaterina dzehalevich#edina gallovits - hall lenka tvarošková#7 - 6 (5) , 6 - 4
winner#29 august 2006#alphen aan den rijn , netherlands#clay#danica krstajić#leslie butkiewicz caroline maes#6 - 2 , 7 - 6 (1)
winner#2 april 2007#putignano , italy#hard#monica niculescu#jessica kirkland carmen klaschka#6 - 2 , 7 - 5
winner#30 july 2007#rimini , italy#clay#maret ani#karolina jovanović mervana jugić - salkić#6 - 4 , 6 - 0
runner - up#22 september 2009#saint - malo , france#clay#aurélie védy#timea bacsinszky tathiana garbin#6 - 3 ret
winner#2 december 2009#přerov , czech republic#hard (i)#sandra klemenschits#darija jurak katalin marosi#7 - 6 (3) , 3 - 6 ,
runner - up#3 may 2010#rio de janeiro , brazil#clay#maría fernanda álvarez terán#bianca botto amanda carreras#3 - 6 , 6 - 4 ,
winner#1 june 2010#maribor , slovenia#clay#tadeja majerič#alexandra panova ksenia pervak#6 - 3 , 7 - 6 (6)
winner#14 june 2010#padova , italy#clay#sandra klemenschits#claudia giovine valentina sulpizio#4 - 6 , 6 - 4 ,
winner#21 june 2010#getxo , spain#clay#sandra klemenschits#lu jingjing laura siegemund#6 - 0 , 6 - 0
runner - up#29 june 2010#cuneo , italy#clay#sorana cîrstea#eva birnerová lucie hradecká#3 - 6 , 6 - 4 ,
runner - up#7 september 2010#biella , italy#clay#aurélie védy#mariya koryttseva raluca olaru#7 - 5 , 6 - 4
runner - up#14 september 2010#mestre , italy#clay#eva birnerová#claudia giovine karin knapp#6 - 7 (6) , 7 - 5 ,
runner - up#4 october 2010#jounieh , lebanon#clay#eva birnerová#petra cetkovská renata voráčová#7 - 5 , 6 - 2
runner - up#28 june 2011#torun , poland#clay#edina gallovits - hall#stéphanie foretz gacon tatjana malek#6 - 2 , 7 - 5
winner#8 august 2011#kazan , russia#hard#ekaterina lopes#vitalia diatchenko alexandra panova#walkover
winner#4 june 2013#marseille , france#clay#sandra klemenschits#asia muhammed allie will#1 - 6 , 6 - 4 ,
