year ended#revenue (s$m)#expenditure (s$m)#operating profit (s$m)#profit before taxation (s$m)#profit attributable to equity holders (s$m)#eps after tax diluted (cents)
31 march 1999#7795.9#6941.5#854.4#1116.8#1033.2#80.6
31 march 2000#9018.8#7850.0#1168.8#1463.9#1163.8#91.4
31 march 2001#9951.3#8604.6#1346.7#1904.7#1549.3#126.5
31 march 2002#9382.8#8458.2#924.6#925.6#631.7#51.9
31 march 2003#10515.0#9797.9#717.1#976.8#1064.8#87.4
31 march 2004#9761.9#9081.5#680.4#820.9#849.3#69.7
31 march 2005#12012.9#10657.4#1355.5#1829.4#1389.3#113.9
31 march 2006#13341.1#12127.8#1213.3#1662.1#1240.7#101.3
31 march 2007#14494.4#13180.0#1314.4#2284.6#2128.8#170.8
31 march 2008#15972.5#13848.0#2124.5#2547.2#2049.4#166.1
31 march 2009#15996.3#15092.7#903.6#1198.6#1061.5#89.1
31 march 2010#12707.3#12644.1#63.2#285.5#215.8#18.0
31 march 2011#14524.8#13253.5#1271.3#1419.0#1092.0#90.2
