name#position#height#weight#date of birth#home team
thomas barker#midfield#179 cm#76 kg#10 apr 1985#sheffield steelers
myles bonnar#attack#183 cm#80 kg#6 nov 1987#stirling uni
jordan coffey#attack#182 cm#83 kg#2 apr 1987#ajax rock
stuart craig#midfield#190 cm#82 kg#20 mar 1987#wilmslow
nicholas duncan - price#midfield#180 cm#80 kg#21 sep 1979#university of bath
jesse fehr#attack#183 cm#88 kg#29 apr 1987#harvard university
douglas freeman#defence#188 cm#99 kg#6 jan 1983#ohio weselyan uni
dave gill#midfield#180 cm#76 kg#13 nov 1990#loughborough uni
ethan harris#goalie#171 cm#78 kg#20 apr 1981#umbc
brendan healy#midfield#180 cm#81 kg#8 apr 1984#maryland uni
ian healy#attack#170 cm#82 kg#12 jan 1981#maryland uni
dan heighway#attack#185 cm#78 kg#15 aug 1980#heaton mersey
richard heighway#midfield#180 cm#77 kg#19 may 1986#heaton mersey
robert hetherington#defence#190 cm#94 kg#23 nov 1987#stirling university
timo higgins#goalie#183 cm#88 kg#8 sep 1988#st andrews uni
james huntington#midfield#188 cm#82 kg#1 oct 1986#stirling university
troy kachor#midfield#180 cm#75 kg#11 sep 1988#calgary mountaineers
malcolm kent#midfield#178 cm#73 kg#8 dec 1988#stirling university
tommy kirkland#defence#181 cm#76 kg#10 june 1991#timperley
conor mclaughlin#defence#175 cm#73 kg#20 june 1991#muhlenberg college
julian macmillan#midfield#175 cm#84 kg#20 apr 1987#saint leo uni
rory marsden#defence#192 cm#89 kg#5 dec 1981#stirling university
graham monaghan#attack#185 cm#75 kg#5 sep 1989#sussex uni
quentin morgan#lsm#153 cm#77 kg#13 apr 1988#st andrews uni
chris paton#attack#175 cm#94 kg#18 oct 1987#glasgow uni
michael rushworth#defence#180 cm#110 kg#29 may 1988#aberdeen uni
james slade#midfield#180 cm#81 kg#18 may 1985#western ontario uni
