player#height#position#year born (age)#current club
marcelo magalhães machado#2.00#sf#april 12 , 1975 (age38)#flamengo
eduardo magalhães machado#1.91#sf#september 10 , 1982 (age31)#menorca bàsquet
murilo da rosa#2.11#f / c#july 14 , 1983 (age30)#maccabi tel aviv
ricardo probst#2.00#sf#april 13 , 1976 (age37)#conti / assis
fulvio chiantia de assis#1.87#g#august 15 , 1981 (age32)#paulistano
marcelinho huertas#1.91#pg#may 25 , 1983 (age30)#fortitudo bologna
alex garcia#1.91#sg#march 4 , 1980 (age33)#maccabi tel aviv
marcus vinicius urban toledo dos reis#2.03#f#july 10 , 1986 (age27)#plus pujol lleida
rafael araújo#2.11#c#august 12 , 1980 (age33)#spartak saint petersburg
joão paulo batista#2.08#c#october 29 , 1981 (age32)#barons lmt
jonathan tavernari#1.96#f#june 18 , 1987 (age26)#brigham young university
tiago splitter#2.11#pf / c#january 1 , 1985 (age29)#tau cerámica
