actor#character#soap opera#years#duration
jukka puotila#pertti mäkimaa#kotikatu#1995 - 2012#17 years
ville keskilä#teemu luotola#kotikatu#1995 - 2012#17 years
lena meriläinen#eeva virtanen#kotikatu#1995 - 2012#17 years
anitta niemi#karin luotola#kotikatu#1995 - 2012#17 years
misa nirhamo#janne mäkimaa#kotikatu#1995 - 2012#17 years
tiina rinne#maija mäkimaa#kotikatu#1995 - 2012#17 years
pirjo moilanen#laura mäkimaa#kotikatu#1995 - 2012#17 years
jarmo koski#seppo taalasmaa#salatut elämät#1999 - 2013#14 years
esko kovero#ismo laitela#salatut elämät#1999-#15 years
aake kalliala#mauri alho#kotikatu#1998 - 2012#14 years
petteri jamalainen#hessu pennanen#kotikatu#1996 - 2009#13 years
anu palevaara#jenni vainio#salatut elämät#1999 - 2001 , 2002 - 2011 , 2012 - 2013#12 years
risto autio#hannes luotola#kotikatu#1995 - 2006 , 2007 , 2012#11 years
sulevi peltola#onni partanen#kotikatu#1999 - 2009 , 2011 - 2012#11 years
eeva litmanen#anja partanen#kotikatu#1999 - 2010#11 years
laura malmivaara#tuija kangasharju#kotikatu#2002 - 2012#10 years
