date#opponent#score#loss#attendance#record
july 1#brewers#8 - 6#johnson (4 - 7)#21736#42 - 42
july 2#brewers#4 - 3#lyon (2 - 3)#22324#42 - 43
july 3#brewers#6 - 5#torres (4 - 2)#23842#43 - 43
july 4#padres#5 - 1#haren (8 - 5)#49110#43 - 44
july 5#padres#4 - 2#davis (3 - 4)#40976#43 - 45
july 6#padres#3 - 2#banks (2 - 4)#28246#44 - 45
july 8#nationals#2 - 0#pãrez (2 - 6)#26820#45 - 45
july 9#nationals#5 - 0#owings (6 - 8)#25862#45 - 46
july 10#nationals#7 - 5 (11)#ayala (1 - 5)#27330#46 - 46
july 11#phillies#6 - 5 (12)#robertson (0 - 1)#45028#46 - 47
july 12#phillies#10 - 4#eaton (3 - 8)#45006#47 - 47
july 13#phillies#6 - 3#qualls (2 - 7)#45277#47 - 48
july 18#dodgers#8 - 7 (11)#slaten (0 - 3)#38561#47 - 49
july 19#dodgers#3 - 2#billingsley (9 - 9)#41458#48 - 49
july 20#dodgers#6 - 5#lyon (2 - 4)#39217#48 - 50
july 21#cubs#2 - 0#harden (5 - 2)#34627#49 - 50
july 22#cubs#9 - 2#marquis (6 - 6)#35337#50 - 50
july 23#cubs#10 - 6#davis (3 - 5)#37301#50 - 51
july 25#giants#10 - 2#sã¡nchez (8 - 6)#32851#51 - 51
july 26#giants#5 - 3#walker (3 - 6)#37094#52 - 51
july 27#giants#7 - 2#zito (5 - 13)#40071#53 - 51
july 28#padres#8 - 5#owings (6 - 9)#29302#53 - 52
july 29#padres#3 - 0#hensley (1 - 2)#29131#54 - 52
july 30#padres#7 - 3#baek (3 - 6)#31755#55 - 52
july 31#dodgers#2 - 1#lowe (8 - 9)#42440#56 - 52
