date#opponent#score#result#record#attendance
september 14#new york jets#33 - 19#loss#0 - 1#46165
september 21#houston oilers#21 - 17#loss#0 - 2#40146
september 28#denver broncos#41 - 28#win#1 - 2#40302
october 5#houston oilers#28 - 14#loss#1 - 3#46485
october 11#boston patriots#23 - 16#win#2 - 3#46201
october 19#oakland raiders#50 - 21#loss#2 - 4#54418
october 26#miami dolphins#24 - 6#loss#2 - 5#39837
november 2#kansas city chiefs#29 - 7#loss#2 - 6#45844
november 9#new york jets#16 - 6#loss#2 - 7#62680
november 16#miami dolphins#28 - 3#win#3 - 7#32686
november 23#boston patriots#35 - 21#loss#3 - 8#25584
november 30#cincinnati bengals#16 - 13#win#4 - 8#35122
december 7#kansas city chiefs#22 - 19#loss#4 - 9#47112
december 14#san diego chargers#45 - 6#loss#4 - 10#47582
