date#opponent#result#score#attendance#stadium
september 11#cleveland browns#w#27 - 13#73013#cleveland browns stadium
september 18#minnesota vikings#w#37 - 8#65763#paul brown stadium
september 25#chicago bears#w#24 - 7#62045#soldier field
october 2#houston texans#w#16 - 10#65714#paul brown stadium
october 9#jacksonville jaguars#l#20 - 23#66137#alltel stadium
october 16#tennessee titans#w#31 - 23#69149#the coliseum
october 23#pittsburgh steelers#l#13 - 27#66104#paul brown stadium
october 30#green bay packers#w#21 - 14#65940#paul brown stadium
november 6#baltimore ravens#w#21 - 9#70540#m&t bank stadium
november 20#indianapolis colts#l#37 - 45#65995#paul brown stadium
november 27#baltimore ravens#w#42 - 29#65680#paul brown stadium
december 4#pittsburgh steelers#w#38 - 31#63044#heinz field
december 11#cleveland browns#w#23 - 20#65788#paul brown stadium
december 18#detroit lions#w#41 - 17#61749#ford field
december 24#buffalo bills#l#27 - 37#65485#paul brown stadium
january 1#kansas city chiefs#l#3 - 37#77211#arrowhead stadium
