game#date#team#score#record#streak
23#december 3#milwaukee bucks#101 - 110#16 - 7#loss 3
24#december 6#portland trail blazers#114 - 105#17 - 7#win 1
25#december 7#philadelphia 76ers#112 - 116#17 - 8#loss 1
26#december 10#philadelphia 76ers#101 - 91#18 - 8#win 1
27#december 12#houston rockets (at toronto , canada)#124 - 113#19 - 8#win 2
28#december 13#new york knicks#108 - 104#20 - 8#win 3
29#december 14#new york knicks#118 - 102#21 - 8#win 4
30#december 17#kansas city - omaha kings#110 - 111#21 - 9#loss 1
31#december 19#cleveland cavaliers#104 - 106#21 - 10#loss 2
32#december 20#atlanta hawks#102 - 113#21 - 11#loss 3
33#december 27#phoenix suns#108 - 92#22 - 11#win 1
34#december 28#houston rockets#117 - 125#22 - 12#loss 1
35#december 30#milwaukee bucks#91 - 106#22 - 13#loss 2
