stage#winner#general classification#points classification#mountains classification#combination classification#team classification
1#once - eroski#igor gonzález de galdeano#igor gonzález de galdeano#jan hruška#igor gonzález de galdeano#once - eroski
2#luis pérez#joaquim rodríguez#joaquim rodríguez#luis pérez#luis pérez#once - eroski
3#alessandro petacchi#joaquim rodríguez#joaquim rodríguez#luis pérez#luis pérez#once - eroski
4#unai etxebarria#isidro nozal#david etxebarria#félix cárdenas#isidro nozal#once - eroski
5#alessandro petacchi#isidro nozal#alessandro petacchi#félix cárdenas#isidro nozal#once - eroski
6#isidro nozal#isidro nozal#alessandro petacchi#félix cárdenas#isidro nozal#once - eroski
7#michael rasmussen#isidro nozal#alessandro petacchi#félix cárdenas#isidro nozal#once - eroski
8#joaquim rodríguez#isidro nozal#joaquim rodríguez#joan horrach#isidro nozal#once - eroski
9#alejandro valverde#isidro nozal#isidro nozal#félix cárdenas#isidro nozal#once - eroski
10#erik zabel#isidro nozal#alessandro petacchi#félix cárdenas#alejandro valverde#once - eroski
11#erik zabel#isidro nozal#erik zabel#félix cárdenas#alejandro valverde#once - eroski
12#alessandro petacchi#isidro nozal#erik zabel#félix cárdenas#isidro nozal#once - eroski
13#isidro nozal#isidro nozal#erik zabel#félix cárdenas#isidro nozal#once - eroski
14#alessandro petacchi#isidro nozal#alessandro petacchi#félix cárdenas#isidro nozal#once - eroski
15#alejandro valverde#isidro nozal#erik zabel#félix cárdenas#alejandro valverde#once - eroski
16#félix cárdenas#isidro nozal#erik zabel#félix cárdenas#alejandro valverde#once - eroski
17#david millar#isidro nozal#erik zabel#félix cárdenas#alejandro valverde#once - eroski
18#pedro diaz lobato#isidro nozal#erik zabel#félix cárdenas#alejandro valverde#once - eroski
19#filippo simeoni#isidro nozal#erik zabel#félix cárdenas#alejandro valverde#once - eroski
20#roberto heras#roberto heras#alejandro valverde#félix cárdenas#alejandro valverde#ibanestocom
21#alessandro petacchi#roberto heras#erik zabel#félix cárdenas#alejandro valverde#ibanestocom
