place#player#country#score#to par#money
1#sam snead#united states#73 + 75 + 67 + 67 = 282#- 6#2750
t2#johnny bulla#united states#74 + 73 + 69 + 69 = 285#- 3#1100
t2#lloyd mangrum#united states#69 + 74 + 72 + 70 = 285#- 3#1100
t4#johnny palmer#united states#73 + 71 + 70 + 72 = 286#- 2#440
t4#jim turnesa#united states#73 + 72 + 71 + 70 = 286#- 2#440
6#lew worsham#united states#76 + 75 + 70 + 68 = 289#+ 1#330
7#joe kirkwood , jr#australia#73 + 72 + 70 + 75 = 290#+ 2#330
t8#jimmy demaret#united states#76 + 72 + 73 + 71 = 292#+ 4#311
t8#clayton heafner#united states#71 + 74 + 72 + 75 = 292#+ 4#311
t8#byron nelson#united states#75 + 70 + 74 + 73 = 292#+ 4#311
