district#incumbent#party#first elected#result#candidates
california 4#robert l leggett#democratic#1962#re - elected#robert l leggett (d) 50.2% albert dehr (r) 49.8%
california 14#john j mcfall#democratic#1956#re - elected#john j mcfall (d) 72.5% roger a blain (r) 27.5%
california 16#burt l talcott#republican#1962#lost re - election democratic gain#leon panetta (d) 53.4% burt l talcott (r) 46.6%
california 18#william m ketchum#republican#1972#re - elected#william m ketchum (r) 64.2% dean close (d) 35.8%
california 26#john h rousselot#republican#1970#re - elected#john h rousselot (r) 65.6% bruce latta (d) 34.4%
california 27#alphonzo e bell , jr#republican#1960#retired to run for u s senate republican hold#bob dornan (r) 54.7% gary familian (d) 45.3%
california 31#charles h wilson#democratic#1962#re - elected#charles h wilson (d) unopposed
california 33#del m clawson#republican#1963#re - elected#del m clawson (r) 55.1% ted snyder (d) 44.9%
california 34#mark w hannaford#democratic#1974#re - elected#mark w hannaford (d) 50.7% dan lungren (r) 49.3%
california 35#james f lloyd#democratic#1974#re - elected#james f lloyd (d) 53.3% louis brutocao (r) 46.7%
california 40#andrew j hinshaw#republican#1972#lost renomination republican hold#robert badham (r) 59.3% vivian hall (d) 40.7%
california 41#bob wilson#republican#1952#re - elected#bob wilson (r) 57.7% king golden , jr (d) 42.3%
california 42#lionel van deerlin#democratic#1962#re - elected#lionel van deerlin (d) 76.0% wes marden (r) 24.0%
