date#opponent#score#loss#attendance#record
july 1#marlins#9 - 6#hendrickson (7 - 7)#12166#34 - 51
july 2#marlins#4 - 2#manning (0 - 2)#23624#34 - 52
july 3#reds#5 - 3#colomé (2 - 2)#23259#34 - 53
july 4#reds#3 - 0#bergmann (1 - 6)#22626#34 - 54
july 5#reds#3 - 2#hanrahan (5 - 3)#37121#34 - 55
july 6#reds#6 - 5#balester (1 - 1)#28814#34 - 56
july 8#d - backs#2 - 0#pérez (2 - 6)#26820#34 - 57
july 9#d - backs#5 - 0#owings (6 - 8)#25862#35 - 57
july 10#d - backs#7 - 5 (11)#ayala (1 - 5)#27330#35 - 58
july 11#astros#10 - 0#paronto (0 - 1)#33653#36 - 58
july 12#astros#6 - 4#balester (1 - 2)#30682#36 - 59
july 13#astros#5 - 0#pérez (2 - 7)#31463#36 - 60
july 18#braves#7 - 6#redding (7 - 4)#39861#36 - 61
july 19#braves#8 - 2#jurrjens (9 - 5)#43285#37 - 61
july 20#braves#15 - 6#reyes (3 - 9)#29320#38 - 61
july 22#giants#6 - 3#bergmann (1 - 7)#34813#38 - 62
july 23#giants#6 - 4#ayala (1 - 6)#35539#38 - 63
july 24#giants#1 - 0#redding (7 - 5)#36963#38 - 64
july 25#dodgers#3 - 2#lannan (6 - 10)#47313#38 - 65
july 26#dodgers#6 - 0#pérez (3 - 8)#42122#38 - 66
july 27#dodgers#2 - 0#bergmann (1 - 8)#38660#38 - 67
july 29#phillies#2 - 1#balester (1 - 3)#34039#38 - 68
july 30#phillies#8 - 5#redding (7 - 6)#31798#38 - 69
july 31#phillies#8 - 4#lannan (6 - 11)#31658#38 - 70
