no#player#height (m)#height (f)#position#year born#current club
4#uvis helmanis#2.04#6'08#forward#1972#ask rīga
5#aigars vitols#1.94#6'04#guard#1976#ask rīga
6#armands šķēle#1.94#6'04#guard#1983#barons lmt
7#jānis blūms#1.91#6'03#guard#1982#bilbao basket
8#ernests kalve#2.03#6'08#forward#1987#ask rīga
9#kristaps valters#1.88#6'02#guard#1981#dkv joventut
10#gatis jahovičs#2.00#6'07#forward#1984#bk vef rīga
11#kaspars kambala#2.06#6'09#center#1978#enisey krasnoyarsk
12#rolands freimanis#2.07#6'09#forward#1988#bk vef rīga
13#artūrs štālbergs#1.96#6'05#forward#1984#liepāja bk
14#kristaps janičenoks#1.96#6'05#forward#1983#reyer venezia
