district#incumbent#party#first elected#result#candidates
texas 1#wright patman#democratic#1928#re - elected#wright patman (d) unopposed
texas 2#martin dies , jr#democratic#1930#re - elected#martin dies , jr (d) unopposed
texas 3#morgan g sanders#democratic#1920#re - elected#morgan g sanders (d) unopposed
texas 4#sam rayburn#democratic#1912#re - elected#sam rayburn (d) unopposed
texas 5#hatton w sumners#democratic#1914#re - elected#hatton w sumners (d) unopposed
texas 6#luther a johnson#democratic#1922#re - elected#luther a johnson (d) unopposed
texas 7#clark w thompson#democratic#1933#retired democratic hold#nat patton (d) unopposed
texas 8#joe h eagle#democratic#1933#re - elected#joe h eagle (d) unopposed
texas 9#joseph j mansfield#democratic#1916#re - elected#joseph j mansfield (d) unopposed
texas 10#james p buchanan#democratic#1912#re - elected#james p buchanan (d) unopposed
texas 11#oliver h cross#democratic#1928#re - elected#oliver h cross (d) unopposed
texas 12#fritz g lanham#democratic#1919#re - elected#fritz g lanham (d) unopposed
texas 13#william d mcfarlane#democratic#1932#re - elected#william d mcfarlane (d) unopposed
texas 14#richard m kleberg#democratic#1931#re - elected#richard m kleberg (d) unopposed
texas 15#milton h west#democratic#1933#re - elected#milton h west (d) unopposed
texas 16#r ewing thomason#democratic#1930#re - elected#r ewing thomason (d) unopposed
texas 17#thomas l blanton#democratic#1930#re - elected#thomas l blanton (d) unopposed
texas 18#john marvin jones#democratic#1916#re - elected#john marvin jones (d) unopposed
texas 19#joseph w bailey , jr redistricted from at - large#democratic#1932#retired to run for us senate democratic hold#george h mahon (d) unopposed
texas 20#sterling p strong redistricted from at - large#democratic#1932#lost renomination democratic hold#maury maverick (d) unopposed
