date#theatre , studio , or network#role#dance partner#director
june 3 , 1931#new amsterdam#himself#adele astaire tilly losch#hassard short
nov 29 1932#ethel barrymore#guy holden#claire luce#howard lindsay
nov 2 1933#palace#guy holden#claire luce#felix edwardes
dec 2 , 1933#mgm#himself#joan crawford#robert z leonard
dec 20 , 1933#rko#fred ayres#dolores del río ginger rogers#thornton freeland
oct 3 , 1934#rko#guy holden#ginger rogers#mark sandrich
feb 12 , 1935#rko#huckleberry haines#ginger rogers#william a seiter
aug 12 1935#nbc#himself#-#-
aug 16 , 1935#rko#jerry travers#ginger rogers#mark sandrich
feb 19 , 1936#rko#bake baker#ginger rogers#mark sandrich
aug 26 , 1936#rko#lucky garnett#ginger rogers#george stevens
sept 15 1936#nbc#himself (host)#-#-
apr 30 , 1937#rko#peter p peters#ginger rogers#mark sandrich
nov 20 , 1937#rko#jerry halliday#george burns & gracie allen joan fontaine#george stevens
aug 30 , 1938#rko#tony flagg#ginger rogers#mark sandrich
jan 15 1939#nbc#-#-#-
mar 31 , 1939#rko#vernon castle#ginger rogers#hc potter
feb 14 , 1940#mgm#johnny brett#eleanor powell george murphy#norman taurog
dec 3 , 1940#paramount#danny o'neill#paulette goddard#hc potter
