district#incumbent#party#first elected#result#candidates
pennsylvania 1#bob brady#democratic#1998#re - elected#bob brady (d) 85.1% john featherman (r) 15.0%
pennsylvania 5#glenn thompson#republican#2008#re - elected#glenn thompson (r) 62.9% charles dumas (d) 37.1%
pennsylvania 6#jim gerlach#republican#2002#re - elected#jim gerlach (r) 57.1% manan trivedi (d) 42.9%
pennsylvania 7#pat meehan#republican#2010#re - elected#pat meehan (r) 59.5% george badey (d) 40.5%
pennsylvania 9#bill shuster#republican#2000#re - elected#bill shuster (r) 61.6% karen ramsburg (d) 38.4%
pennsylvania 10#tom marino#republican#2010#re - elected#tom marino (r) 65.9% phil scollo (d) 34.1%
pennsylvania 11#lou barletta#republican#2010#re - elected#lou barletta (r) 58.5% gene stilp (d) 41.5%
pennsylvania 12#mark critz#democratic#2010#lost re - election republican gain#keith rothfus (r) 51.5% mark critz (d) 48.5%
pennsylvania 12#jason altmire redistricted from the 4th district#democratic#2006#lost renomination democratic loss#keith rothfus (r) 51.5% mark critz (d) 48.5%
pennsylvania 13#allyson schwartz#democratic#2004#re - elected#allyson schwartz (d) 69.0% joe rooney (r) 31.0%
pennsylvania 14#mike doyle#democratic#1994#re - elected#mike doyle (d) 77.0% hans lessmann (r) 23.1%
pennsylvania 15#charlie dent#republican#2004#re - elected#charlie dent (r) 56.6% rick daugherty (d) 43.4%
