ship#length#passengers#speed#built#company#registry
color magic#m (ft)#2700#kn (km / h; mph)#2007#color line#norway
color fantasy#m (ft)#2750#kn (km / h; mph)#2004#color line#norway
stena britannica#m (ft)#1200#kn (km / h; mph)#2010#stena line#united kingdom
stena hollandica#m (ft)#1200#kn (km / h; mph)#2010#stena line#netherlands
pride of rotterdam#m (ft)#1360#kn (km / h; mph)#2001#p&o ferries#netherlands
pride of hull#m (ft)#1360#kn (km / h; mph)#2001#p&o ferries#united kingdom
silja europa#m (ft)#3120#kn (km / h; mph)#1993#tallink#estonia
silja symphony#m (ft)#2850#kn (km / h; mph)#1991#silja line#sweden
silja serenade#m (ft)#2841#kn (km / h; mph)#1990#silja line#finland
stena scandinavica#m (ft)#1300#kn (km / h; mph)#2003#stena line#united kingdom
ms viking grace#m (ft)#2800#kn (km / h; mph)#2013#viking line#finland
cruise roma#m (ft)#2300#kn (km / h; mph)#2007#grimaldi ferries#italy
cruise barcelona#m (ft)#2300#kn (km / h; mph)#2008#grimaldi ferries#italy
cruise europa#m (ft)#3000#kn (km / h; mph)#2009#minoan lines#greece
cruise olympia#m (ft)#3000#kn (km / h; mph)#2009#minoan lines#greece
tanit#m (ft)#3200#kn (km / h; mph)#2012#ctn#tunisia
ulysses#m (ft)#1875#kn (km / h; mph)#2001#irish ferries#cyprus
la suprema#m (ft)#3000#kn (km / h; mph)#2003#grandi navi veloci#italy
la superba#m (ft)#3000#kn (km / h; mph)#2002#grandi navi veloci#italy
galaxy#m (ft)#2700#kn (km / h; mph)#2006#silja line#sweden
baltic princess#m (ft)#2800#kn (km / h; mph)#2008#silja line#finland
baltic queen#m (ft)#2800#kn (km / h; mph)#2009#tallink#estonia
spirit of britain#m (ft)#2000#kn (km / h; mph)#2010#p&o ferries#united kingdom
spirit of france#m (ft)#2000#kn (km / h; mph)#2011#p&o ferries#united kingdom
viking cinderella#m (ft)#2700#kn (km / h; mph)#1989#viking line#sweden
napoleon bonaparte#m (ft)#2450#kn (km / h; mph)#1996#sncm#france
stena germanica#m (ft)#1300#kn (km / h; mph)#2001#stena line#sweden
stena adventurer#m (ft)#1500#kn (km / h; mph)#2003#stena line#united kingdom
finnstar#m (ft)#500#kn (km / h; mph)#2006#finnlines#finland
finnmaid#m (ft)#500#kn (km / h; mph)#2006#finnlines#finland
finnlady#m (ft)#500#kn (km / h; mph)#2007#finnlines#finland
europalink#m (ft)#500#kn (km / h; mph)#2007#finnlines#sweden
nordlink#m (ft)#500#kn (km / h; mph)#2007#finnlines#sweden
skåne#m (ft)#600#kn (km / h; mph)#1998#scandlines#sweden
danielle casanova#m (ft)#2600#kn (km / h; mph)#2002#sncm#france
victoria i#m (ft)#2500#kn (km / h; mph)#2004#tallink#estonia
romantika#m (ft)#2500#kn (km / h; mph)#2001#tallink#latvia
pearl seaways#m (ft)#2200#kn (km / h; mph)#1989#dfds seaways#denmark
nuraghes#m (ft)#3000#kn (km / h; mph)#2004#tirrenia di navigazione#italy
sharden#m (ft)#3000#kn (km / h; mph)#2005#tirrenia di navigazione#italy
excelsior#m (ft)#2000#kn (km / h; mph)#1999#grandi navi veloci#italy
excellent#m (ft)#2330#kn (km / h; mph)#1998#grandi navi veloci#italy
pont - aven#m (ft)#2400#kn (km / h; mph)#2004#brittany ferries#france
stena vision#m (ft)#1700#kn (km / h; mph)#1987#stena line#sweden
stena spirit#m (ft)#2500#kn (km / h; mph)#1988#stena line#sweden
splendid#m (ft)#2000#kn (km / h; mph)#1994#grandi navi veloci#italy
el venizelos#m (ft)#3000#kn (km / h; mph)#1992#anek lines#greece
mecklenburg - vorpommern#m (ft)#887#kn (km / h; mph)#1996#scandlines#germany
mariella#m (ft)#2500#kn (km / h; mph)#1985#viking line#finland
princess anastasia#m (ft)#2500#kn (km / h; mph)#1986#st peter line#cyprus
europa palace#m (ft)#2182#kn (km / h; mph)#2002#minoan lines#greece
olympia palace#m (ft)#2182#kn (km / h; mph)#2001#minoan lines#greece
bithia#m (ft)#2781#kn (km / h; mph)#2001#tirrenia#italy
janas#m (ft)#2700#kn (km / h; mph)#2001#tirrenia#italy
athara#m (ft)#2700#kn (km / h; mph)#2001#tirrenia#italy
star#m (ft)#1900#kn (km / h; mph)#2007#tallink#estonia
norröna#m (ft)#1482#kn (km / h; mph)#2003#smyril line#faroe islands
