stage#date#course#distance#winner
1#10 may#madrid - salamanca#km (mi)#julián berrendero ( esp )
2#11 may#salamanca - cáceres#km (mi)#delio rodríguez ( esp )
3#12 may#cáceres - badajoz#km (mi)#miguel gual ( esp )
4a#13 may#badajoz - almendralejo#km (mi)#juan gimeno ( esp )
4b#13 may#almendralejo - sevilla#km (mi)#vicente miro ( esp )
5#15 may#sevilla - granada#km (mi)#antonio montes ( esp )
6#16 may#granada - murcia#km (mi)#joaquin olmos ( esp )
7#17 may#murcia - valencia#km (mi)#delio rodríguez ( esp )
8#19 may#valencia - tortosa#km (mi)#delio rodríguez ( esp )
9#20 may#tortosa - barcelona#km (mi)#miguel gual ( esp )
10#21 may#barcelona - zaragoza#km (mi)#miguel gual ( esp )
11#22 may#zaragoza - san sebastián#km (mi)#josé gutierrez ( esp )
12#24 may#san sebastián - bilbao#km (mi)#joao rebelo ( por )
13#25 may#bilbao - santander#km (mi)#delio rodríguez ( esp )
14#26 may#santander - reinosa#km (mi)#joao rebelo ( por )
15#27 may#reinosa - gijón#km (mi)#delio rodríguez ( esp )
16#29 may#gijón - león#km (mi)#julián berrendero ( esp )
17#30 may#león - valladolid#km (mi)#delio rodríguez ( esp )
18#31 may#valladolid - madrid#km (mi)#joaquin olmos ( esp )
