date#name of ship#flag#tonnage#fate
3 february 1941#empire citizen#united kingdom#4683#sunk at
3 february 1941#hms crispin#united kingdom#5051#sunk at
6 february 1941#maplecourt#canada#3388#sunk at
23 february 1941#hms manistee (f 104)#united kingdom#5360#sunk at
8 april 1941#eskdene#united kingdom#3829#sunk at
8 april 1941#helena margareta#united kingdom#3316#sunk at
9 april 1941#harpathian#united kingdom#4671#sunk at
9 april 1941#duffield#united kingdom#8516#sunk at
21 april 1941#calchas#united kingdom#10305#sunk at
30 april 1941#lassell#united kingdom#7417#sunk at
17 may 1941#marisa#netherlands#8029#sunk at
18 may 1941#piako#united kingdom#8286#sunk at
27 may 1941#colonial#united kingdom#5108#sunk at
28 may 1941#papalemos#greece#3748#sunk at
31 may 1941#sire#united kingdom#5664#sunk at
1 june 1941#alfred jones#united kingdom#5013#sunk at
8 june 1941#adda#united kingdom#7816#sunk at
13 june 1941#pandias#greece#4981#sunk at
24 september 1941#john holt#united kingdom#4975#sunk at
24 september 1941#dixcove#united kingdom#3790#sunk at
24 september 1941#lafian#united kingdom#4876#sunk at
