date#visitor#score#home#attendance#record#points
november 1#pittsburgh#2 - 3#philadelphia#14620#2 - 5 - 3#7
november 4#vancouver#3 - 8#pittsburgh#5029#3 - 5 - 3#9
november 7#boston#2 - 2#pittsburgh#12909#3 - 5 - 4#10
november 8#pittsburgh#3 - 3#detroit#12662#3 - 5 - 5#11
november 10#los angeles#5 - 1#pittsburgh#8089#3 - 6 - 5#11
november 11#pittsburgh#3 - 3#ny rangers#17250#3 - 6 - 6#12
november 14#california#1 - 6#pittsburgh#11075#4 - 6 - 6#14
november 19#st louis#1 - 0#pittsburgh#9027#4 - 7 - 6#14
november 21#detroit#1 - 6#pittsburgh#11298#5 - 7 - 6#16
november 22#pittsburgh#2 - 4#boston#14994#5 - 8 - 6#16
november 24#pittsburgh#4 - 4#toronto#16384#5 - 8 - 7#17
november 25#buffalo#4 - 4#pittsburgh#9705#5 - 8 - 8#18
november 28#pittsburgh#1 - 5#montreal#16838#5 - 9 - 8#18
november 29#pittsburgh#2 - 6#ny rangers#17250#5 - 10 - 8#18
