district#incumbent#party#first elected#result#candidates
illinois 2#gus savage#democratic#1980#re - elected#gus savage (d) 83.0% dale f harman (r) 17.0%
illinois 3#marty russo#democratic#1974#re - elected#marty russo (d) 64.4% richard d murphy (r) 35.6%
illinois 6#henry hyde#republican#1974#re - elected#henry hyde (r) 75.1% robert h renshaw (d) 24.9%
illinois 7#cardiss collins#democratic#1973#re - elected#cardiss collins (d) 78.4% james l bevel (r) 21.6%
illinois 9#sidney r yates#democratic#1964#re - elected#sidney r yates (d) 67.5% herbert sohn (r) 32.5%
illinois 10#john e porter#republican#1980#re - elected#john e porter (r) 72.6% ruth c braver (d) 27.4%
illinois 12#phil crane#republican#1969#re - elected#phil crane (r) 77.8% edward j laflamme (d) 22.2%
illinois 14#tom corcoran#republican#1976#retired to run for u s senate republican hold#john e grotberg (r) 62.2% dan mcgrath (d) 37.8%
illinois 17#lane evans#democratic#1982#re - elected#lane evans (d) 56.7% kenneth g mcmillan (r) 43.3%
illinois 19#dan crane#republican#1978#lost re - election democratic gain#terry l bruce (d) 52.3% dan crane (r) 47.7%
illinois 20#dick durbin#democratic#1982#re - elected#dick durbin (d) 61.3% richard g austin (r) 38.7%
illinois 21#melvin price#democratic#1944#re - elected#melvin price (d) 60.2% robert h gaffner (r) 39.8%
