date#visitor#score#home#decision#attendance#record
october 4#chicago#0 - 1#minnesota#backstrom#18568#1 - 0 - 0
october 6#columbus#2 - 3#minnesota#backstrom#18568#2 - 0 - 0
october 10#edmonton#0 - 2#minnesota#backstrom#18568#3 - 0 - 0
october 13#minnesota#3 - 2#phoenix#backstrom#12088#4 - 0 - 0
october 14#minnesota#2 - 0#anaheim#harding#17174#5 - 0 - 0
october 16#minnesota#3 - 4#los angeles#backstrom#14239#5 - 0 - 1
october 20#minnesota#3 - 1#st louis#harding#19150#6 - 0 - 1
october 21#colorado#2 - 3#minnesota#backstrom#18568#7 - 0 - 1
october 24#minnesota#3 - 5#calgary#backstrom#19289#7 - 1 - 1
october 25#minnesota#4 - 5#edmonton#harding#16839#7 - 1 - 2
october 28#minnesota#1 - 3#colorado#harding#17041#7 - 2 - 2
october 30#pittsburgh#4 - 2#minnesota#harding#18568#7 - 3 - 2
