date#visitor#score#home#leading scorer#attendance#record
march 2#miami#109 - 120#sacramento#dwyane wade (26)#15028#11 - 47
march 5#toronto#108 - 83#miami#marcus banks (21)#19143#11 - 48
march 7#golden state#99 - 134#miami#c quinn , m banks (20)#19161#11 - 49
march 8#miami#94 - 97#atlanta#ricky davis (27)#17022#11 - 50
march 10#la clippers#99 - 98#miami#ricky davis (27)#19014#11 - 51
march 12#new york#91 - 88#miami#ricky davis (27)#19103#11 - 52
march 14#orlando#103 - 94#miami#jason williams (34)#19312#11 - 53
march 16#dallas#98 - 73#miami#earl barron (21)#19304#11 - 54
march 18#miami#112 - 106#milwaukee#jason williams (21)#13379#12 - 54
march 19#miami#54 - 96#toronto#chris quinn (14)#19800#12 - 55
march 21#washington#103 - 86#miami#bobby jones (15)#19345#12 - 56
march 22#miami#82 - 94#charlotte#jason williams (19)#17522#12 - 57
march 24#milwaukee#73 - 78#miami#chris quinn (24)#19024#13 - 57
march 26#miami#96 - 103#new york#ricky davis (28)#19209#13 - 58
march 27#miami#69 - 85#detroit#blake ahearn (15)#22076#13 - 59
march 30#miami#62 - 88#boston#c quinn , r davis (14)#18624#13 - 60
march 31#miami#85 - 105#indiana#daequan cook (16)#11529#13 - 61
