code#district#headquarters#population (2011)#area (km square)#density ( / km square)#official website
ad#adilabad#adilabad#2737738#16105#170#http : / /adilabadnicin /
an#anantapur#anantapur#4083315#19130#213#http : / /anantapurnicin /
ch#chittoor#chittoor#4170468#15152#275#http : / /chittoornicin /
eg#east godavari#kakinada#5151549#10807#477#http : / /eastgodavarinicin /
gu#guntur#guntur#4889230#11391#429#http : / /gunturnicin /
hy#hyderabad#hyderabad#4010238#217#217#http : / /hyderabadnicin /
cu#cuddapah#cuddapah#2884524#15359#188#http : / /kadapanicin /
ka#karimnagar#karimnagar#3811738#11823#322#http : / /karimnagarnicin /
kh#khammam#khammam#2798214#16029#175#http : / /khammamnicin /
kr#krishna#machilipatnam#4529009#8727#519#http : / /krishnanicin /
ku#kurnool#kurnool#4046601#17658#229#http : / /kurnoolnicin /
ma#mahbubnagar#mahabubnagar#4042191#18432#219#http : / /mahabubnagarnicin /
me#medak#sangareddi#3031877#9699#313#http : / /medaknicin /
na#nalgonda#nalgonda#3483648#14240#245#http : / /nalgondanicin /
ne#nellore#nellore#2966082#13076#227#http : / /nellorenicin /
ni#nizamabad#nizamabad#2552073#7956#321#http : / /nizamabadnicin /
pr#prakasam#ongole#3392764#17626#193#http : / /prakasamnicin /
ra#rangareddy#hyderabad#5296396#7493#707#http : / /rangareddynicin /
sr#srikakulam#srikakulam#2699471#5837#462#http : / /srikakulamnicin /
vs#vishakhapatnam#vishakhapatnam#4288113#11161#340#http : / /visakhapatnamnicin /
vz#vizianagaram#vizianagaram#2342868#6539#384#http : / /vizianagaramnicin /
wa#warangal#warangal#3522644#12846#252#http : / /warangalnicin /
