place#player#country#score#to par
1#mike souchak#united states#68 + 67 + 73 = 208#- 5
t2#jerry barber#united states#69 + 71 + 70 = 210#- 3
t2#julius boros#united states#73 + 69 + 68 = 210#- 3
t2#dow finsterwald#united states#71 + 69 + 70 = 210#- 3
t5#ben hogan#united states#75 + 67 + 69 = 211#- 2
t5#jack nicklaus (a)#united states#71 + 71 + 69 = 211#- 2
t7#don cherry (a)#united states#70 + 71 + 71 = 212#- 1
t7#jack fleck#united states#70 + 70 + 72 = 212#- 1
t7#johnny pott#united states#75 + 68 + 69 = 212#- 1
10#gary player#south africa#70 + 72 + 71 = 213#e
