date#visitor#score#home#attendance#record#points
november 1#penguins#4 - 1#north stars#7535#4 - 6 - 1#9
november 4#penguins#1 - 0#seals#4549#5 - 6 - 1#11
november 8#flyers#1 - 1#penguins#4719#5 - 6 - 2#12
november 9#penguins#1 - 5#red wings#10683#5 - 7 - 2#12
november 11#blues#5 - 1#penguins#7183#5 - 8 - 2#12
november 15#flyers#0 - 5#penguins#6876#6 - 8 - 2#14
november 18#penguins#5 - 3#blues#7715#7 - 8 - 2#16
november 22#bruins#1 - 4#penguins#9701#8 - 8 - 2#18
november 24#penguins#3 - 5#kings#6409#8 - 9 - 2#18
november 25#penguins#2 - 2#seals#5977#8 - 9 - 3#19
november 29#seals#1 - 6#penguins#4499#9 - 9 - 3#21
