week#date#opponent#result#game site#attendance
1#1973 - 09 - 17#green bay packers#l 23 - 7#milwaukee county stadium#47124
2#1973 - 09 - 23#baltimore colts#w 34 - 10#memorial stadium#55942
3#1973 - 09 - 30#buffalo bills#l 9 - 7#rich stadium#77425
4#1973 - 10 - 07#miami dolphins#l 31 - 3#miami orange bowl#63850
5#1973 - 10 - 14#new england patriots#w 9 - 7#schafer stadium#58659
6#1973 - 10 - 21#pittsburgh steelers#l 26 - 14#three rivers stadium#48682
7#1973 - 10 - 28#denver broncos#l 40 - 28#shea stadium#55108
8#1973 - 11 - 04#miami dolphins#l 24 - 14#shea stadium#57791
9#1973 - 11 - 11#new england patriots#w 33 - 13#shea stadium#51034
10#1973 - 11 - 18#cincinnati bengals#l 20 - 14#riverfront stadium#55745
11#1973 - 11 - 25#atlanta falcons#l 28 - 20#shea stadium#47283
12#1973 - 12 - 02#baltimore colts#w 20 - 17#shea stadium#51167
13#1973 - 12 - 09#philadelphia eagles#l 24 - 23#veterans stadium#34621
14#1973 - 12 - 16#buffalo bills#l 34 - 14#shea stadium#47740
