date#venue#opponents#score#competition#match report
july 5 , 2008#am steinchen , grävenwiesbach#hochtaunus xi#11 - 0#f#eintracht - archiv.de
july 12 , 2008#parkstadion , zell am ziller#wsg wattens#2 - 0#f#eintracht - archiv.de
july 16 , 2008#mar arena , pyrbaum#sv seligenporten#1 - 1#f#eintracht - archiv.de
july 19 , 2008#sportstadion , wolfsberg#wolfsberger ac / sk st. andrä#4 - 0#f#eintracht - archiv.de
july 22 , 2008#drei - lärchen - stadion , bad bleiberg#wigan athletic#2 - 0#f#wiganlatics.co.uk
july 26 , 2008#tba , bad kleinkirchheim#us palermo#1 - 1#f#eintracht - archiv.de
july 30 , 2008#fc - astoria stadion , walldorf#fc astoria walldorf#0 - 1#f#eintracht - archiv.de
august 2 , 2008#brettachtalstadion , bretzfeld#fc augsburg#1 - 0#f#eintracht - archiv.de
august 6 , 2008#stadion auf dem stephanshügel , limburg an der lahn#vfr limburg#19 - 1#f#eintracht - archiv.de
august 9 , 2008#alno - arena , pfullendorf#sc pfullendorf#3 - 0#gc#eintracht - archiv.de
august 12 , 2008#commerzbank - arena , frankfurt am main#real madrid#1 - 1#f#realmadrid.com
august 17 , 2008#commerzbank - arena , frankfurt am main#hertha bsc berlin#0 - 2#bl#espn
august 24 , 2008#rheinenergiestadion , cologne#1. fc köln#1 - 1#bl#espn
august 26 , 2008#stadion leeheim , riedstadt#riedstadt xi#9 - 1#f#eintracht - archiv.de
august 30 , 2008#volkswagen arena , wolfsburg#vfl wolfsburg#2 - 2#bl#espn
september 3 , 2008#sportpark neu - isenburg , neu - isenburg#spvgg 03 neu - isenburg#6 - 1#f#eintracht - archiv.de
september 16 , 2008#herbert - dröse - stadion , hanau#fc hanau 93#15 - 0#f#eintracht - archiv.de
september 20 , 2008#veltins - arena , gelsenkirchen#fc schalke 04#0 - 1#bl#espn
september 23 , 2008#commerzbank - arena , frankfurt am main#fc hansa rostock#1 - 2 ( et )#gc#eintracht - archiv.de
september 28 , 2008#commerzbank - arena , frankfurt am main#arminia bielefeld#1 - 1#bl#espn
september 30 , 2008#am hopfenbrunnen , frankfurt - kalbach#fc kalbach#7 - 0#f#eintracht - archiv.de
october 4 , 2008#carl - benz - stadion , mannheim#tsg hoffenheim#1 - 2#bl#espn
october 18 , 2008#commerzbank - arena , frankfurt am main#bayer leverkusen#0 - 2#bl#espn
october 22 , 2008#commerzbank - arena , frankfurt am main#karlsruher sc#2 - 1#bl#espn
october 25 , 2008#stadion der freundschaft , cottbus#energie cottbus#3 - 2#bl#espn
october 29 , 2008#commerzbank - arena , frankfurt am main#bayern munich#1 - 2#bl#espn
november 2 , 2008#borussia - park , mönchengladbach#borussia mönchengladbach#2 - 1#bl#espn
november 9 , 2008#commerzbank - arena , frankfurt am main#vfb stuttgart#2 - 2#bl#espn
november 15 , 2008#westfalenstadion , dortmund#borussia dortmund#0 - 4#bl#espn
november 22 , 2008#commerzbank - arena , frankfurt am main#hannover 96#4 - 0#bl#espn
november 29 , 2008#weserstadion , bremen#werder bremen#0 - 5#bl#espn
december 6 , 2008#commerzbank - arena , frankfurt am main#vfl bochum#4 - 0#bl#espn
december 13 , 2008#hsh nordbank arena , hamburg#hamburger sv#0 - 1#bl#espn
january 3 , 2008#gerry weber stadion , halle (westfalen)#vfl osnabrück#4 - 4#it#eintracht - archiv.de
january 3 , 2008#gerry weber stadion , halle (westfalen)#msv duisburg#6 - 2#it#eintracht - archiv.de
january 3 , 2008#gerry weber stadion , halle (westfalen)#arminia bielefeld#6 - 5#it (semi - final match)#eintracht - archiv.de
january 3 , 2008#gerry weber stadion , halle (westfalen)#rot weiss ahlen#4 - 2#it (final match)#eintracht - archiv.de
january 4 , 2008#ballsporthalle , frankfurt am main#kickers offenbach#0 - 0#it#eintracht - archiv.de
january 4 , 2008#ballsporthalle , frankfurt am main#sv wehen#4 - 2#it#eintracht - archiv.de
january 4 , 2008#ballsporthalle , frankfurt am main#mainz 05#0 - 1#it (semi - final match)#eintracht - archiv.de
january 4 , 2008#ballsporthalle , frankfurt am main#vfl wolfsburg#5 - 3#it (third place play - off)#eintracht - archiv.de
january 5 , 2008#sap arena , mannheim#1. fc kaiserslautern#0 - 1#it#eintracht - archiv.de
january 5 , 2008#sap arena , mannheim#tsg hoffenheim#7 - 5#it#eintracht - archiv.de
january 5 , 2008#sap arena , mannheim#brøndby if#5 - 2#it (semi - final match)#eintracht - archiv.de
january 5 , 2008#sap arena , mannheim#sv waldhof mannheim#4 - 3#it (final match)#eintracht - archiv.de
january 11 , 2009#albufeira , portugal#rot - weiß oberhausen#4 - 1#f#eintracht - archiv.de
january 13 , 2009#vale do lobo , portugal#fc augsburg#2 - 3#f#eintracht - archiv.de
january 17 , 2009#stadion oberwerth , koblenz#tus koblenz#0 - 0#f#eintracht - archiv.de
january 24 , 2009#playmobil - stadion , fürth#spvgg greuther fürth#3 - 1#f#eintracht - archiv.de
january 31 , 2009#olympic stadium , berlin#hertha bsc berlin#1 - 2#bl#espn
february 7 , 2009#commerzbank - arena , frankfurt am main#1. fc köln#2 - 2#bl#espn
february 14 , 2009#commerzbank - arena , frankfurt am main#vfl wolfsburg#0 - 2#bl#espn
february 21 , 2009#wildparkstadion , karlsruhe#karlsruher sc#1 - 0#bl#espn
february 28 , 2009#commerzbank - arena , frankfurt am main#fc schalke 04#1 - 2#bl#espn
march 8 , 2009#schücoarena , bielefeld#arminia bielefeld#0 - 0#bl#espn
march 14 , 2009#commerzbank - arena , frankfurt am main#tsg hoffenheim#1 - 1#bl#espn
march 21 , 2009#rheinstadion , düsseldorf#bayer leverkusen#1 - 1#bl#espn
march 27 , 2009#stadion am halberg , taunusstein#sv wehen#0 - 2#f#eintracht - archiv.de
april 4 , 2009#commerzbank - arena , frankfurt am main#energie cottbus#2 - 1#bl#espn
april 11 , 2009#allianz arena , munich#bayern munich#0 - 4#bl#espn
april 18 , 2009#commerzbank - arena , frankfurt am main#borussia mönchengladbach#4 - 1#bl#espn
april 25 , 2009#mercedes - benz arena , stuttgart#vfb stuttgart#0 - 2#bl#espn
may 2 , 2009#commerzbank - arena , frankfurt am main#borussia dortmund#0 - 2#bl#espn
may 9 , 2009#awd - arena , hanover#hannover 96#1 - 1#bl#espn
