date#visitor#score#home#leading scorer#attendance#record
2006 - 11 - 01#lakers#99 - 98#warriors#monta ellis (22)#19596#0 - 1
2006 - 11 - 03#blazers#89 - 102#warriors#baron davis (17)#17204#1 - 1
2006 - 11 - 04#warriors#82 - 106#jazz#three - way tie (12)#18641#1 - 2
2006 - 11 - 06#warriors#107 - 104#mavericks#baron davis (26)#20093#2 - 2
2006 - 11 - 07#warriors#93 - 97#hornets#baron davis (22)#19164#2 - 3
2006 - 11 - 09#hornets#116 - 121#warriors#baron davis (36)#16927#3 - 3
2006 - 11 - 11#pistons#79 - 111#warriors#baron davis (20)#18508#4 - 3
2006 - 11 - 14#raptors#99 - 110#warriors#two - way tie (22)#16182#5 - 3
2006 - 11 - 16#kings#105 - 117#warriors#baron davis (36)#17821#6 - 3
2006 - 11 - 18#sonics#95 - 107#warriors#monta ellis (31)#17205#7 - 3
2006 - 11 - 20#suns#113 - 110#warriors#monta ellis (31)#18078#7 - 4
2006 - 11 - 22#nuggets#115 - 112#warriors#jason richardson (24)#17505#7 - 5
2006 - 11 - 24#warriors#129 - 140#nuggets#andris biedriņš (31)#16234#7 - 6
2006 - 11 - 25#jazz#78 - 91#warriors#matt barnes (24)#17711#8 - 6
2006 - 11 - 27#spurs#102 - 111#warriors#jason richardson (26)#17078#9 - 6
2006 - 11 - 29#pacers#108 - 106#warriors#monta ellis (27)#17284#9 - 7
