pick#player#position#nationality#nhl team#college / junior / club team
99#angus beck#centre#canada#california golden seals#charlottetown royals (nbshl)
100#bob boyd#defence#canada#detroit red wings#michigan state university (wcha)
101#norm cherrey#right wing#canada#vancouver canucks#university of wisconsin (wcha)
102#bob murphy#left wing#canada#vancouver canucks#cornwall royals (qmjhl)
103#lorne stamler#left wing#canada#los angeles kings#michigan technological university (wcha)
104#rod lyons#left wing#canada#california golden seals#halifax colonels (nsjhl)
105#russ friesen#centre#canada#minnesota north stars#hamilton red wings (oha)
106#jerome mrazek#goaltender#canada#philadelphia flyers#university of minnesota duluth (wcha)
107#bob burns#defence#canada#toronto maple leafs#royal military college (ciau)
108#jim collins#left wing#canada#st louis blues#flin flon bombers (wchl)
109#gene sobchuk#left wing#canada#new york rangers#regina pats (wchl)
