date#opponent#score#loss#attendance#record
april 3#giants#5 - 3#m davis (0 - 1)#52700#1 - 0
april 5#giants#11 - 7#krukow (0 - 1)#8460#2 - 0
april 6#padres#3 - 2#smith (0 - 1)#15835#2 - 1
april 7#padres#7 - 6#trout (0 - 1)#27799#2 - 2
april 8#padres#8 - 5#thurmond (0 - 1)#24285#3 - 2
april 9#dodgers#4 - 2#rainey (1 - 1)#33284#3 - 3
april 11#dodgers#2 - 1#sanderson (0 - 1)#38466#3 - 4
april 13#mets#11 - 2#gooden (1 - 1)#33436#4 - 4
april 14#mets#5 - 2#leary (1 - 1)#15789#5 - 4
april 18#cardinals#5 - 0#rainey (1 - 2)#0#5 - 5
april 18#cardinals#6 - 1#lapoint (1 - 2)#5816#6 - 5
april 19#cardinals#6 - 1#cox (2 - 1)#8086#7 - 5
april 20#pirates#5 - 4#tekulve (0 - 1)#22049#8 - 5
april 21#pirates#8 - 5#noles (0 - 1)#21936#8 - 6
april 23#cardinals#6 - 2#lapoint (1 - 3)#12468#9 - 6
april 24#cardinals#3 - 2#sutter (0 - 1)#19639#10 - 6
april 25#cardinals#7 - 5#ruthven (2 - 1)#24978#10 - 7
april 27#pirates#3 - 2#rainey (1 - 3)#9057#10 - 8
april 28#pirates#7 - 1#mcwilliams (0 - 3)#17317#11 - 8
april 29#pirates#2 - 1#candelaria (3 - 2)#13397#12 - 8
