date#opponent#score#loss#attendance#record
june 2#cardinals#5 - 1#wright (3 - 4)#41685#27 - 23
june 3#cardinals#4 - 2#stephenson (8 - 1)#48252#28 - 23
june 4#cardinals#3 - 2#morris (0 - 1)#44594#29 - 23
june 5#brewers#8 - 4#d'amico (2 - 4)#13749#30 - 23
june 6#brewers#4 - 2#snyder (0 - 2)#24595#31 - 23
june 7#brewers#9 - 5#bere (3 - 5)#15518#32 - 23
june 8#red sox#3 - 0#colón (6 - 3)#31438#32 - 24
june 9#reds#7 - 4#neagle (5 - 1)#43105#33 - 24
june 10#reds#6 - 5#parris (2 - 9)#43084#34 - 24
june 11#reds#7 - 5 (13)#kamieniecki (1 - 3)#43036#34 - 25
june 12#white sox#8 - 7#rigdon (1 - 1)#43229#34 - 26
june 13#white sox#4 - 3 (10)#speier (0 - 1)#43233#34 - 27
june 14#white sox#11 - 4#brower (1 - 1)#43284#34 - 28
june 16#tigers#5 - 2#burba (7 - 2)#39072#34 - 29
june 17#tigers#8 - 6#karsay (0 - 4)#39569#34 - 30
june 18#tigers#9 - 4#patterson (2 - 1)#39123#35 - 30
june 19#white sox#6 - 1#colón (6 - 4)#43062#35 - 31
june 20#white sox#4 - 1#sirotka (6 - 6)#20005#36 - 31
june 21#white sox#8 - 6#baldwin (10 - 2)#23516#37 - 31
june 22#white sox#6 - 0#finley (5 - 5)#23374#37 - 32
june 23#tigers#7 - 6#navarro (0 - 1)#43095#37 - 33
june 24#tigers#8 - 1#sparks (0 - 1)#43081#38 - 33
june 24#tigers#14 - 8#mohler (0 - 1)#43083#38 - 34
june 25#tigers#2 - 1#anderson (3 - 1)#43062#39 - 34
june 26#tigers#13 - 2#burba (8 - 3)#43191#39 - 35
june 27#royals#12 - 1#suzuki (3 - 2)#16908#40 - 35
june 28#royals#8 - 1#davis (0 - 1)#19522#40 - 36
june 29#royals#6 - 1#colón (7 - 5)#25295#40 - 37
june 30#twins#7 - 2#brower (2 - 2)#43124#40 - 38
