date#visitor#score#home#decision#attendance#record
february 2#minnesota#4 - 1#columbus#norrena#18529#25 - 23 - 6
february 5#washington#4 - 3#columbus#norrena#14450#25 - 23 - 7
february 7#columbus#2 - 1#phoenix#norrena#13918#26 - 23 - 7
february 8#columbus#1 - 2#san jose#norrena#17210#26 - 23 - 8
february 10#los angeles#3 - 2#columbus#leclaire#15823#26 - 23 - 9
february 13#chicago#7 - 2#columbus#norrena#14918#26 - 24 - 9
february 15#columbus#5 - 1#detroit#leclaire#20066#27 - 24 - 9
february 17#columbus#1 - 5#st louis#leclaire#19150#27 - 25 - 9
february 19#columbus#1 - 3#toronto#leclaire#19347#27 - 26 - 9
february 21#columbus#3 - 2#ottawa#leclaire#19612#28 - 26 - 9
february 23#columbus#3 - 0#montreal#leclaire#21273#29 - 26 - 9
february 27#san jose#4 - 2#columbus#leclaire#16029#29 - 27 - 9
february 29#columbus#3 - 2#vancouver#leclaire#18630#30 - 27 - 9
