date#episode#performer 1#performer 2#performer 3#performer 4
24 january 1992#1#jim sweeney#steve steen#stephen frost#tony slattery
31 january 1992#2#greg proops#paul merton#ryan stiles#josie lawrence
7 february 1992#3#jim sweeney#paul merton#steve steen#tony slattery
14 february 1992#4#jim sweeney#stephen frost#josie lawrence#tony slattery
21 february 1992#5#greg proops#ryan stiles#chip esten#tony slattery
28 february 1992#6#london compilation#london compilation#london compilation#london compilation
7 march 1992#7#greg proops#ryan stiles#colin mochrie#brad sherwood
14 march 1992#8#greg proops#archie hahn#ryan stiles#chip esten
21 march 1992#9#ron west#ryan stiles#colin mochrie#greg proops
28 march 1992#10#sam johnson#jane brucker#ryan stiles#chip esten
3 april 1992#11#jim meskimen#christopher smith#ryan stiles#chip esten
10 april 1992#12#greg proops#ron west#ryan stiles#brad sherwood
17 april 1992#13#new york compilation#new york compilation#new york compilation#new york compilation
