place#player#country#score#to par#money
1#hal sutton#united states#65 + 66 + 72 + 71 = 274#- 10#100000
2#jack nicklaus#united states#73 + 65 + 71 + 66 = 275#- 9#60000
3#peter jacobsen#united states#73 + 70 + 68 + 65 = 276#- 8#40000
4#pat mcgowan#united states#68 + 67 + 73 + 69 = 277#- 7#30000
5#john fought#united states#67 + 69 + 71 + 71 = 278#- 6#25000
t6#bruce lietzke#united states#67 + 71 + 70 + 71 = 279#- 5#19000
t6#fuzzy zoeller#united states#72 + 71 + 67 + 69 = 279#- 5#19000
8#dan pohl#united states#72 + 70 + 69 + 69 = 280#- 4#16000
t9#ben crenshaw#united states#68 + 66 + 71 + 77 = 282#- 2#10880
t9#jay haas#united states#68 + 72 + 69 + 73 = 282#- 2#10880
t9#mike reid#united states#69 + 71 + 72 + 70 = 282#- 2#10880
t9#scott simpson#united states#66 + 73 + 70 + 73 = 282#- 2#10880
t9#doug tewell#united states#74 + 72 + 69 + 67 = 282#- 2#10880
