place#player#country#score#to par
1#deane beman#united states#68 + 69 = 137#- 3
t2#miller barber#united states#67 + 71 = 138#- 2
t2#bob murphy#united states#66 + 72 = 138#- 2
4#bob rosburg#united states#70 + 69 = 139#- 1
t5#charles coody#united states#72 + 68 = 140#e
t5#al geiberger#united states#68 + 72 = 140#e
t5#george knudson#canada#70 + 70 = 140#e
t8#tony jacklin#england#71 + 70 = 141#+ 1
t8#johnny miller#united states#71 + 70 = 141#+ 1
t8#orville moody#united states#71 + 70 = 141#+ 1
t8#jack nicklaus#united states#74 + 67 = 141#+ 1
