player#position#weight & height#previous club#contracted until
michael platt#full back#93 kg , 6 ft 2 in#castleford tigers#2011
rikki sheriffe#right wing#14 st , 6 ft#harlequins rl#2010
paul sykes#right centre#92 kg , 5 ft 10 in#harlequins rl#2010
chris nero#left centre#15 st , 6 ft 1 in#huddersfield giants#2010
semi tadulala#left wing#14 st , 6 ft#wakefield trinity wildcats#2009
ben jeffries#stand off#14 st , 5 ft 9 in#wakefield trinity wildcats#2009
paul deacon (c)#scrum half#80 kg , 5 ft 9 in#oldham roughyeds#2010
sam burgess#prop#114 kg , 6 ft 4 in#bradford bulls#2009
terry newton#hooker#98 kg , 5 ft 10 in#wigan warriors#2009
andy lynch#prop#108 kg , 6 ft 2 in#castleford tigers#2012
steve menzies#second row#98 kg , 6 ft 3 in#manly sea eagles#2011
glenn morrison#second row#97 kg , 6 ft#parramatta eels#2009
jamie langley#loose forward#108 kg , 6 ft 2 in#bradford bulls#2010
wayne godwin#hooker#13 st , 5 ft 6 in#hull#2011
matt cook#second row#95 kg , 6 ft#bradford bulls#2009
michael worrincy#second row#98 kg , 6 ft 1 in#harlequins rl#2010
nick scruton#prop#106 kg , 6 ft#leeds rhinos#2011
craig kopczak#prop#98 kg , 6 ft 4 in#bradford bulls#2009
dave halley#right wing#78 kg , 5 ft 9 in#bradford bulls#2011
matt james#prop#100 kg , 6 ft 3 in#bradford bulls#2010
jason crookes#right centre#83 kg , 5 ft#bradford bulls#2011
julien rinaldi#scrum half / hooker#13 st , 5 ft#sunshine sea eagles#2009
richard johnson#left centre#87 kg 5 ft 11 in#bradford bulls#2010
steve crossley#prop#104 kg , 6 ft 2 in#bradford bulls#2010
david solomona#second row#108 kg , 6 ft#wakefield trinity wildcats#2009
kieran hyde#full back#85 kg , 5 ft 11 in#bradford bulls#2011
elliott whitehead#second row#93 kg , 6 ft#bradford bulls#2010
tom olbison#centre#96 kg , 6 ft 1 in#bradford bulls#2010
james donaldson#second row#87 kg , 5 ft 10 in#bradford bulls#2010
andy tate#right centre#85 kg , 6 ft 3 in#bradford bulls#2011
duane straugheir#right centre#90 kg , 6 ft#bradford bulls#2009
