place#player#country#score#to par#money
t1#julius boros#united states#71 + 74 + 76 + 72 = 293#+ 9#playoff
t1#jacky cupit#united states#70 + 72 + 76 + 75 = 293#+ 9#playoff
t1#arnold palmer#united states#73 + 69 + 77 + 74 = 293#+ 9#playoff
4#paul harney#united states#78 + 70 + 73 + 73 = 294#+ 10#5000
t5#bruce crampton#australia#74 + 72 + 75 + 74 = 295#+ 11#3166
t5#tony lema#united states#71 + 74 + 74 + 76 = 295#+ 11#3166
t5#billy maxwell#united states#73 + 73 + 75 + 74 = 295#+ 11#3166
t8#walter burkemo#united states#72 + 71 + 76 + 77 = 296#+ 12#1875
t8#gary player#south africa#74 + 75 + 75 + 72 = 296#+ 12#1875
10#dan sikes#united states#77 + 73 + 73 + 74 = 297#+ 13#1550
