game#december#opponent#score#record#points
27#1#vancouver canucks#4 - 3#14 - 12 - 1#29
28#4#new york rangers#1 - 1 ot#14 - 12 - 2#30
29#6#dallas stars#6 - 3#15 - 12 - 2#32
30#10#florida panthers#5 - 4#16 - 12 - 2#34
31#12#hartford whalers#3 - 2#17 - 12 - 2#36
32#14#hartford whalers#4 - 0#18 - 12 - 2#38
33#15#boston bruins#6 - 0#19 - 12 - 2#40
34#19#new york islanders#5 - 0#20 - 12 - 2#42
35#21#st louis blues#4 - 0#21 - 12 - 2#44
36#22#chicago blackhawks#2 - 2 ot#21 - 12 - 3#45
37#27#edmonton oilers#6 - 4#22 - 12 - 3#47
38#29#calgary flames#4 - 2#23 - 12 - 3#49
39#31#vancouver canucks#5 - 3#24 - 12 - 3#51
