tie no#home team#score#away team#attendance
1#leicester city#0 - 3#coventry city#23 january 1999
2#blackburn rovers#1 - 0#sunderland#23 january 1999
3#aston villa#0 - 2#fulham#23 january 1999
4#sheffield wednesday#2 - 0#stockport county#23 january 1999
5#wolverhampton wanderers#1 - 2#arsenal#24 january 1999
6#everton#1 - 0#ipswich town#23 january 1999
7#wrexham#1 - 1#huddersfield town#23 january 1999
replay#huddersfield town#2 - 1#wrexham#3 february 1999
8#sheffield united#4 - 1#cardiff city#27 january 1999
9#newcastle united#3 - 0#bradford city#23 january 1999
10#barnsley#3 - 1#bournemouth#23 january 1999
11#bristol rovers#3 - 0#leyton orient#23 january 1999
12#portsmouth#1 - 5#leeds united#23 january 1999
13#manchester united#2 - 1#liverpool#54591
14#wimbledon#1 - 1#tottenham hotspur#23 january 1999
replay#tottenham hotspur#3 - 0#wimbledon#2 february 1999
15#oxford united#1 - 1#chelsea#25 january 1999
replay#chelsea#4 - 2#oxford united#3 february 1999
16#swansea city#0 - 1#derby county#23 january 1999
